"","words","index"
"441","receptori","conversia angiotensinei I la, 206, 384 receptorii celulelor mezangiale pentru, 375
Baroreceptori. 209
Clatrină, şi endocitoza mediată de receptori, 26, 27f, 28f
mediată de receptori, 26-27, 27f reciclarea membranară prin, 27, 28f, 158f, 159
atriale, 198. 201f. 217 receptorii mezangiali pentru, 375
receptori pentru, la nivel mastocitar, 97, 100f
cu memorie, 258, 260, 261f, 262f distribuţia. 258t funcţiile, 224t. 258, 260, 261f, 262f vezi şi Imunitate originea/diferenţierea/maturarea, 92f, 239f, 249, 257, 257f receptorii, 258
originea/diferenţierea/maturarea, 92f, 239f, 249, 257, 257f, 267-268. 269f receptorii, 258 recunoaşterea moleculelor MHC de către   259 timice, 249, 257, 257f, 258t, 267-268, 267f
Receptori, 24, 456 anormali, boli cauzate de, 28b
Receptori ai limfocitelor T, 258
Receptori matriceali (integrine), 23, 70, 91, 115, 117f
Receptori senzoriali, în tegument, 367-368, 368f
receptori intracelulari care mediază, 27, 28f, 29, 29f
373, receptorii pentru, identificarea imunocitochimicâ a, 16t suprarenalieni, 400, 404-405, 404f. 405f anomalii ale metabolismului, 407b efectele renale ale, 388, 389b
TCR (receptori ai limfocitelor T), 258
activitatea imunologică la nivelul, 366 culoarea, 363. vezi şi Melanocite efectele senescenţei asupra, 367b elasticitatea, 360 funcţiile, 360 glandele din, 370-372. 370f. 371f, 372f gros (glabru), 360-361, 360f. 363 pigmentarea boli care afectează, 366b melanocitele şi, 363-365, 364f, 366b receptorii senzoriali din, 367-368, 368f straturile, 360, 360f. vezi şi Derm; Epiderm subţire, 360-36, 361f, 363 tumori ale, 372b. vezi şi Cancer cutanat vascularizaţia, 367-368"
"442","reticulară","Lamina reticulară, 67, 67f
Lamina reticulară, dermicâ, 366
în zona reticulară a corticosuprarenalei, 402
Zonă reticulară, 400, 401f, 402. 403f hormonii secretaţi de, 404, 404f"
"443","regiune","Cardia (regiunea cardialâ gastrică). 288, 291 f, 292
Pars fibrosa (regiune fibroasă), 56, 57f
Pars granulosa (regiune granulară), 56, 57f
Regiune externă a globului ocular, 456. vezi şi Glob ocular
Regiune Fc (a imunoglobulinelor), 254, 255f
Regiune paracorticală, 271, 271f
Regiune variabila (a anticorpilor), 254"
"444","regulat","capacitatea de regenerare a, 91-93b celule ale, 91-102, 92f, 93t compartiment pentru neutrofile, 248 dens, 118f, 119, 120f, 121f din scheletul fibros cardiac, 217 fibrocartilajul asociat cu, 132 neregulat, 118f, 119, 119f regulat, 118f, 119, 120f, 121f deplasarea fluidului prin, 116-117, 118f din derm, 360, 361f, 366-367, 366f fibrele, 91, 102-113 lax, 118-119, 118f, 119f lichidul tisular din, 116 substanţa fundamentală a. 91, 112f. UŞII?, 113f
capacitatea de regenerare a, 91-93b celule ale, 91-102, 92f, 93t compartiment pentru neutrofile, 248 dens, 118f, 119, 120f, 121f din scheletul fibros cardiac, 217 fibrocartilajul asociat cu, 132 neregulat, 118f, 119, 119f regulat, 118f, 119, 120f, 121f deplasarea fluidului prin, 116-117, 118f din derm, 360, 361f, 366-367, 366f fibrele, 91, 102-113 lax, 118-119, 118f, 119f lichidul tisular din, 116 substanţa fundamentală a. 91, 112f. UŞII?, 113f"
"445","rezidual","Corpi reziduali, 38, 41f"
"446","reticulocit","Reticulocite, 226, 242, 243f, 244f procentajul, 226, 228t"
"447","ribozom","poliribozomii şi, 31, 33f, 34 mitocondrial, 30 ribozomal, (ARNr), 31
poliribozomii şi, 31, 33f, 34 mitocondrial, 30 ribozomal, (ARNr), 31
ARNr. vezi ARN ribozomal
Poliribozomi (polizomi), 31, 33f
Polizomi. vezi Poliribozomi
sinteza hepatică de, 323, 332, 334f sinteza de complexul Golgi şi, 25, 26f, 35, 36, 37f hepatică, 332, 334f in reticulul endoplasmic rugos, 25, 26f, 33-34, 34f, 35f la nivelul poliribozomilor, 31, 33f, 34, 34f, 35f mitocondrială, 30 nucleolii şi, 56b spermatice specifice, 427b transmembranare, 23, 24, 24f, 25f
Ribozomi, 31, 33f"
"448","fantă","Fantă Schmidt-Lanterman, 174f
Fantă sinapticâ, 158f. 159. 194"
"449","rotundă","Fereastră rotundă, 470. 470f, 472. 474"
"450","salivară","pancreatică, 322 salivară, 318. 319f
secreţia gastrică de, 292 secreţia lacrimală de, 468 secreţia salivară de, 320"
"451","sarcolemă","a axonului (axolemă), 157 a celulelor musculare (sarcolemă), 182, 183f a eritrocitelor, 225 structura, 22f, 23-25, 23f, 24f, 25f, 26f
Sarcolemă, 182 a fibrelor musculare scheletice, 183f, 193f"
"452","sarcomer","Sarcomer, 186, 187f, 188f"
"453","sarcoplasmă","Mioglobină, în sarcoplasmă, 196, 196f
Sarcoplasmă, 182 a fibrelor musculare scheletice, 189, 196197, 196f"
"454","satelit","Celule satelite, 174 degenerarea şi regenerarea fibrelor nervoase şi, 179 regenerarea musculară şi. 202"
"455","satelit","Celule satelite, 174 degenerarea şi regenerarea fibrelor nervoase şi, 179 regenerarea musculară şi. 202"
"456","satelit","Celule satelite, 174 degenerarea şi regenerarea fibrelor nervoase şi, 179 regenerarea musculară şi. 202"
"457","scut","funcţii ale, 224t, 258 originea, 257, 257f şi imunitatea înnăscută. 258
ganglionii limfatici şi, 272, 272b înnăscută, 258, 260 la nivel tegumentar, 366 protecţia intestinală şi, 300, 31 Of spermatogeneza şi, 427b splina şi, 277 tipuri de, 260-261, 261f, 262f tulburări ale, 260-261 b umorală, 254, 260, 261f, 262f
Nou-născut disfuncţia respiratorie la, deficitul de surfactant şi, 357b icterul la (hiperbilirubinemie neonatală), 330b măduva hematogenă la, 240
Permeabilitate vasculară, crescută, în inflamaţie. 102, 102b
Răspuns imun înnăscut, 258, 260
specifice şi Imunitate afecţiuni ale, 260-261 b celule ale, 257-260 celule prezentatoare de antigen, 95b, 258, 260 limfocite, 257-258, 257f, 258t şi imunitatea înnăscută, 258 citochinele şi, 257, 257t organele limfoide şi, 254, 255f amigdale, 255f, 263-266, 267f ganglioni limfatici, 255f, 269-274, 270f splină, 255f, 274-279, 275f, 276f, 277f, 278f, 279f timus, 255f, 257, 257f, 266-268, 267f, 268f, 269f transplantul de organ şi. 259, 260b"
"458","secretoare","Celule G (secretoare de gastrină), 295.
Celule mucoase, 83. vezi şi Celule secretoare de mucus aparatul Golgi al, 36f, 83, 85f. 86f, 87f glande salivare, 83, 88f, 317, 318f, 319f, 320f glande sublinguale, 317, 320, 321f glande submandibulare, 317, 318f, 319f, 320, 320f
gastrice (secretoare de zimogen), 292, 292f, 294, 294f
Celule secretoare de mucus, 83, 86f. 87f vezi şi Celule caliciforme; Celule mucoase aparatul Golgi al, 36f, 83, 85f, 86f, 87f
ampulare, 471, 472f funcţiile vestibulare ale, 472f, 473 mitocondriale, 29, 31f, 32f ale celulelor secretoare de steroizi, 88-89, 89f
boli care afectează. 321b celulele mioepiteliale din. 88. 88f. 317, 318f celulele secretoare de mucus din, 83, 88f, 317, 318f, 319f, 320f funcţiile, 317 mici, 320
celule secretoare de. 397t cononice umane vezi Gonadotropinâ cononicâ umană
în celulele secretoare de steroizi, 88-89.
din hepatocite, 33-35, 33f neted, 33f, 34-35, 35f din celulele secretoare de steroizi, 88, 89f rugos, 32f, 33-34, 33f, 34f, 35f sinteza proteinelor membranare în, 25. 26f, 33-34, 34f, 35f sarcoplasmic. vezi Reticul sarcoplasmic
distribuţia limfocitelor în, 258t funcţia secretoare a, 268 maturarea limfocitelor T în, 249, 257, 257f, 267-268, 267f, 268f, 269f vascularizaţia, 266-267"
"459","secretoare","Celule G (secretoare de gastrină), 295.
Celule mucoase, 83. vezi şi Celule secretoare de mucus aparatul Golgi al, 36f, 83, 85f. 86f, 87f glande salivare, 83, 88f, 317, 318f, 319f, 320f glande sublinguale, 317, 320, 321f glande submandibulare, 317, 318f, 319f, 320, 320f
gastrice (secretoare de zimogen), 292, 292f, 294, 294f
Celule secretoare de mucus, 83, 86f. 87f vezi şi Celule caliciforme; Celule mucoase aparatul Golgi al, 36f, 83, 85f, 86f, 87f
ampulare, 471, 472f funcţiile vestibulare ale, 472f, 473 mitocondriale, 29, 31f, 32f ale celulelor secretoare de steroizi, 88-89, 89f
boli care afectează. 321b celulele mioepiteliale din. 88. 88f. 317, 318f celulele secretoare de mucus din, 83, 88f, 317, 318f, 319f, 320f funcţiile, 317 mici, 320
celule secretoare de. 397t cononice umane vezi Gonadotropinâ cononicâ umană
în celulele secretoare de steroizi, 88-89.
din hepatocite, 33-35, 33f neted, 33f, 34-35, 35f din celulele secretoare de steroizi, 88, 89f rugos, 32f, 33-34, 33f, 34f, 35f sinteza proteinelor membranare în, 25. 26f, 33-34, 34f, 35f sarcoplasmic. vezi Reticul sarcoplasmic
distribuţia limfocitelor în, 258t funcţia secretoare a, 268 maturarea limfocitelor T în, 249, 257, 257f, 267-268, 267f, 268f, 269f vascularizaţia, 266-267"
"460","secretor","Componentă secretorie (de transport), a
menstrual, 447, 447f, 448f, 449f. 449t în timpul fazei secretorii a ciclului menstrual, 448, 448f. 449f, 449t
Fază secretorie (Iuţeală) a ciclului menstrual. 447, 448. 448f, 449f. 449t
celule secretorii ale, 393, 397t controlul, 393-394, 394f, 398f, 399f, 399t
Porţiune secretorie, a glandei, 80, 80f, 81f
Granule de secreţie; Vezicule secretorii
de transport (complex Golgi), 36, 36f, 37f matriceale, 284 optice, 463 secretorii, 42, 47. vezi şi Granule de secreţie seminale, 418f, 429, 431f sinaptice, 158f, 159, 160f tapetate, 26, 27f, 28f"
"461","secund","anomaliile endoteliului vascular şi, 206b primară, 237 secundară, 237
Bronhii secundare, 340f
primari, 141, 142f, 143, 143f secundari, 142f, 143, 143f
Centru secundar de osificare, 142f, 143, 143f
primari, 26, 27f secundari, 26, 27f
Fascicule secundare, de colagen, ale tendoanelor, 119
antrali (secundari), 437, 437f, 441f, 442f de Graaf (maturi, preovulatori), 436f, 437, 437f ovarieni. vezi Foliculi ovarieni piloşi, 368, 369f, 370f primordiali, 436, 436f, 437f, 438f creşterea, 436-437, 437f, 438f, 439f, 440f, 441f, 442f tiroidieni, 411. 412f, 414f captarea iodului în, 413
atrezia, 435-439, 442f creşterea, 436-437, 437f, 438f, 439f, 440f, 441f, 442f maturi (de Graaf/preovulatori), 436f, 437,  437f primari pluristratificaţi (preantrali), 436, 437f,439f unistratificaţi, 436, 437f, 438f primordiali, 436, 436f, 437f, 438f secundari (antrali), 437, 437f, 441f, 442f
primari. 38, 41f, 249 secundari, 38. 39f. 40f, 41f
Mesageri intracelulari vezi Mesageri secundari
Mesageri secundari, şi recepţia semnaleloi, 28, 29f
amigdalele, 255f, 263-266, 267f distribuţia limfocitelor în. 258t ganglioni limfatici, 219. 255f, 269-274, 270f primare/centrale, 257 secundare/periferice, 257 splina, 255f, 274-279. 275f, 276f, 277f, 278f, 279f timusul, 255f, 257, 257f, 266-268, 267f
Prelungiri secundare, ale podocitelor (pediculi), 373, 377f, 378f
primare, 419-422, 429f, 421f, 422f, 423f secundare. 420f, 422, 423f
primar (imatur, reticular), 137-138, 141, 141f resorbţia, 136, 137f boli asociate cu, 136b influenţa parathormonului asupra, 416 rolul metabolic al, 145-148 secundar (matur, lamelar). 137-140, 138f. 139f, 140f, 141f structura internă a, 145 tipuri de, 137-140 tumori ale, 148b vindecarea fracturilor şi, 145b, 147f
vezi şi Ţesut osos Ţesut osos lamelar (matur/secundar), 137140. 138f, 139f, 140f, 141f. vezi şi Ţesut osos"
"462","segmentat","Neutrofile hipersegmentate, 228b"
"463","senil","involuţie senilă a sânilor după, 454
cancer de. 454b dezvoltarea, 452-453. 452f involuţia senilă a, 454"
"464","senzoriali","Receptori senzoriali, în tegument, 367-368, 368f
activitatea imunologică la nivelul, 366 culoarea, 363. vezi şi Melanocite efectele senescenţei asupra, 367b elasticitatea, 360 funcţiile, 360 glandele din, 370-372. 370f. 371f, 372f gros (glabru), 360-361, 360f. 363 pigmentarea boli care afectează, 366b melanocitele şi, 363-365, 364f, 366b receptorii senzoriali din, 367-368, 368f straturile, 360, 360f. vezi şi Derm; Epiderm subţire, 360-36, 361f, 363 tumori ale, 372b. vezi şi Cancer cutanat vascularizaţia, 367-368"
"465","senzorial","Receptori senzoriali, în tegument, 367-368, 368f
activitatea imunologică la nivelul, 366 culoarea, 363. vezi şi Melanocite efectele senescenţei asupra, 367b elasticitatea, 360 funcţiile, 360 glandele din, 370-372. 370f. 371f, 372f gros (glabru), 360-361, 360f. 363 pigmentarea boli care afectează, 366b melanocitele şi, 363-365, 364f, 366b receptorii senzoriali din, 367-368, 368f straturile, 360, 360f. vezi şi Derm; Epiderm subţire, 360-36, 361f, 363 tumori ale, 372b. vezi şi Cancer cutanat vascularizaţia, 367-368"
"466","seroasă","Seroasă, 281, 282f a intestinului subţire, 312f gastrică, 298 uterină, 444"
"467","sexuală","asociată nucleolului, 52f, 56, 57f sexuală, 55, 56f identificarea sexului genetic şi, 55b
anomalii ale, 56b culturile celulare şi tisulare folosite pentru studiul, 9b asocierea cu lamina fibroasă a, 51, 53f duplicarea, în mitoză, 57-58, 58f efectuarea cariotipului, 55, 56b, 56f sexuali, 55 cromatinâ sexuală în identificarea, 55b
Identificarea sexului genetic, cromatina sexuală şi, 55b
Pubertate precoce/maturizare sexuală precoce afectarea ţesutului osos de, 148b excesul de androgeni suprarenalieni şi, 407b"
"468","somatic","caracteristicile circulaţiei şi. 209f continue (somatice), 213, 215f, 216f deplasarea fluidelor prin ţesutul conjunctiv şi, 116-117, 118f din musculatura scheletică, 183, 183f, 185f discontinue sinusoide, 213. vezi şi
Sinapsă axosomaticâ, 159, 159f"
"469","specializări","seroase, 82-83, 83f, 84f, 85f specializările de suprafaţă ale, 70-75 transportul ionilor prin, 81-82, 82f, 83f tumorile cu originea în, 89b
specializări ale, 70-75"
"470","spectrină","Spectrină. 225"
"471","spermă","Spermă, 418"
"472","spermatocit","Spermatocite, 421f, 422f primare, 419-422, 429f, 421f, 422f, 423f secundare. 420f, 422, 423f"
"473","spermatogeneză","Spermatogeneză. 419-422 activitate ciclica a epiteliului seminifer
imobili, 46f. 340b, 425b producţia de. vezi Spermatogeneză spermatogeneză şi formarea, 419-422 transportul 425
imobili, 46f. 340b, 425b producţia de. vezi Spermatogeneză spermatogeneză şi formarea, 419-422 transportul 425
în spermatogeneză, 428 criptorhidismul şi, 427b
absenţa coborârii, 427b celulele Sertoli ale, 419, 420f, 421f, 426-427, 426f dezvoltarea, 419 factori care influenţează funcţiile, 428 mediastinul, 418, 418f retetestis, 418f, 419, 428 spermatogeneză la nivelul, 419, 419422 spermiogeneza la nivelul, 419, 422-425, 423f tubii seminiferi ai, 419, 419f, 420f, 421f."
"474","spermiogeneză","în spermiogeneză, 423f. 425"
"475","spermă","Spermă, 418"
"476","spinal","Ganglioni spinali, 174"
"477","spongios","al penisului, 418f, 433, 433f al uretrei (corp spongios), 390, 418f, 433, 433f
Ţesut osos reticulat (spongios), 137 ,139f, 142f. vezi şi Ţesut osos
corp cavernos al (corp spongios), 390, 418f, 433, 433f la sexul feminin, 390 la sexul masculin, 390, 429, 431, 432f"
"478","stelat","Adipocite hepatice (celule stelate/lto), 326, 326b depozitarea vitaminei A în, 333
Vene stelate, 386, 388f"
"479","stelat","Adipocite hepatice (celule stelate/lto), 326, 326b depozitarea vitaminei A în, 333
Vene stelate, 386, 388f"
"480","stelat","Adipocite hepatice (celule stelate/lto), 326, 326b depozitarea vitaminei A în, 333
Vene stelate, 386, 388f"
"481","stereocil","Stereocili, 71 ai canalului epididimar, 429 ai celulelor păroase (auditive), 471. 472, 474 funcţia vestibulară a, 473"
"482","stigmă","Stigmă. 439"
"483","stratificat","stratificat, 73t unistratificat, 73t, 74f, 75. 76
stratificat, 73t unistratificat, 73t, 74f, 75. 76
ciliat din sistemul respirator, 77, 78f, 340, 341f, 342f, 343f efectele fumatului asupra. 341b pseudostratificat, 74f. 77, 78f stratificat, 73t, 77 unistratificat, 73t, 74f, 75, 76
ciliat din sistemul respirator, 77, 78f, 340, 341f, 342f, 343f efectele fumatului asupra. 341b pseudostratificat, 74f. 77, 78f stratificat, 73t, 77 unistratificat, 73t, 74f, 75, 76
ciliat din sistemul respirator, 77, 78f, 340, 341f, 342f, 343f efectele fumatului asupra. 341b pseudostratificat, 74f. 77, 78f stratificat, 73t, 77 unistratificat, 73t, 74f, 75, 76
stratificat, 73t. 74f. 75-77, 77f cheratinizat, 73t, 75 la nivelul sistemului respirator, 341b necheratinizat, 73t, 75-77, 77f unistratificat, 73t, 74f, 75, 75f
stratificat, 73t. 74f. 75-77, 77f cheratinizat, 73t, 75 la nivelul sistemului respirator, 341b necheratinizat, 73t, 75-77, 77f unistratificat, 73t, 74f, 75, 75f
Epiteliu pseudostratificat. 73t, 74f. 77, 78f cilindric ciliat. 74f, 77, 78f
Epiteliu stratificat, 73t, 74f, 75, 75-77 cilindric, 73t, 77 cubic, 73t de tranziţie, 73t, 74f, 77, 77f pavimentos, 73t, 74f, 75-77, 77f cheratinizat, 73t, 75 la nivelul sistemului respirator, 341b necheratinizat, 73t, 75-77, 77f
Epiteliu unistratificat, 73t, 74f, 75, 75f cilindric, 73t, 74f, 75, 76f cubic, 73t, 74f, 75, 76f pavimentos, 731, 74f, 75, 75f
Folicul preantral (pluristratificat, primar), 436,  437f, 439f
pluristratificat (preantral), 436, 437f, 439f unistratificat, 436, 437f, 438f
pluristratificat (preantral), 436, 437f, 439f unistratificat, 436, 437f, 438f"
"484","strat","fenestrate glomerulare, 217f, 373, 376f, 378 viscerale, 213, 215f, 216f, 217f glomerulare, 217f, 373, 376f, 378f, 380f limfatice, 205, 218f, 221, 221f
identificarea imunocitochimică a, 16t in stratul bazai, 361
identificarea imunocitochimică a, 16t in stratul bazai, 361 în stratul cornos, 363
în stratul lucidum, 363
în stratul spinos, 361, 362f
melanină în, 360, 365, 365f straturi epidermice care conţin, 360-363
în stratul bazai epidermic, 361
în stratul spinos epidermic, 361, 363f
regenerarea. 361 psoriazisul şi, 363b straturile, 360f. vezi şi tipul specific
stratificat, 73t unistratificat, 73t, 74f, 75. 76
stratificat, 73t unistratificat, 73t, 74f, 75. 76
ciliat din sistemul respirator, 77, 78f, 340, 341f, 342f, 343f efectele fumatului asupra. 341b pseudostratificat, 74f. 77, 78f stratificat, 73t, 77 unistratificat, 73t, 74f, 75, 76
ciliat din sistemul respirator, 77, 78f, 340, 341f, 342f, 343f efectele fumatului asupra. 341b pseudostratificat, 74f. 77, 78f stratificat, 73t, 77 unistratificat, 73t, 74f, 75, 76
ciliat din sistemul respirator, 77, 78f, 340, 341f, 342f, 343f efectele fumatului asupra. 341b pseudostratificat, 74f. 77, 78f stratificat, 73t, 77 unistratificat, 73t, 74f, 75, 76
stratificat, 73t. 74f. 75-77, 77f cheratinizat, 73t, 75 la nivelul sistemului respirator, 341b necheratinizat, 73t, 75-77, 77f unistratificat, 73t, 74f, 75, 75f
stratificat, 73t. 74f. 75-77, 77f cheratinizat, 73t, 75 la nivelul sistemului respirator, 341b necheratinizat, 73t, 75-77, 77f unistratificat, 73t, 74f, 75, 75f
Epiteliu pseudostratificat. 73t, 74f. 77, 78f cilindric ciliat. 74f, 77, 78f
Epiteliu stratificat, 73t, 74f, 75, 75-77 cilindric, 73t, 77 cubic, 73t de tranziţie, 73t, 74f, 77, 77f pavimentos, 73t, 74f, 75-77, 77f cheratinizat, 73t, 75 la nivelul sistemului respirator, 341b necheratinizat, 73t, 75-77, 77f
Epiteliu unistratificat, 73t, 74f, 75, 75f cilindric, 73t, 74f, 75, 76f cubic, 73t, 74f, 75, 76f pavimentos, 731, 74f, 75, 75f
Folicul preantral (pluristratificat, primar), 436,  437f, 439f
pluristratificat (preantral), 436, 437f, 439f unistratificat, 436, 437f, 438f
pluristratificat (preantral), 436, 437f, 439f unistratificat, 436, 437f, 438f
atrezia, 435-439, 442f creşterea, 436-437, 437f, 438f, 439f, 440f, 441f, 442f maturi (de Graaf/preovulatori), 436f, 437,  437f primari pluristratificaţi (preantrali), 436, 437f,439f unistratificaţi, 436, 437f, 438f primordiali, 436, 436f, 437f, 438f secundari (antrali), 437, 437f, 441f, 442f
atrezia, 435-439, 442f creşterea, 436-437, 437f, 438f, 439f, 440f, 441f, 442f maturi (de Graaf/preovulatori), 436f, 437,  437f primari pluristratificaţi (preantrali), 436, 437f,439f unistratificaţi, 436, 437f, 438f primordiali, 436, 436f, 437f, 438f secundari (antrali), 437, 437f, 441f, 442f
barbituncele administrate pentru deficitul de. 335b
în stratul bazai, 361
absorbţia lipidelor din, 299, 304f, 305f celulele endocrine din, 298f, 298t, 300, 306f, 308f, 309, 31 Of enterocitele din, 298-299, 301f, 302( mucoasa, 298-300, 300f, 306f straturile (de la lamina propria la seroasâ), 306f, 309, 310f vascularizaţia şi inervaţia, 309-311, 310f
în stratul bazai epidermic, 361
în stratul spinos epidermic. 361, 363f
fenestrate, 112. vezi şi Lamina elastică plasmatice. vezi Plasmalemă structura, 22f, 23-25, 23f, 24f, 25f, 26f unitate, 23, 23f
Membrane fenestrate, 112. vezi şi Lamina elastică
Strat bazai (strat germinativ), 360f, 361 melanină din, 365
Strat coriocapilar, 459, 466b
Strat cornos, 360f, 363
Strat de hidratare. 136
Strat fibros al capsulei articulare, 150
Strat granular. al cerebelului, 165, 166f
Strat granulos, al tegumentului, 360f, 361363
Strat granulos, folicular, 436, 439f, 442f
Strat leucocitar, 223
Strat lucidum, 360f, 363
Strat malpighian, 361
Strat molecular, al cerebelului, 165,166f
Strat papilar, dermic, 366-367
Strat parietal, al capsulei Bowman, 373, 375f, 376f
Strat plexiform (sinaptic) extern al retinei, 463, 464f, 465f
Strat plexiform intern al retinei, 463, 464f, 465f
Strat reticular, al dermului, 367
Strat spinos, 360f, 361, 362f, 363f melanină din, 365, 365f
Strat subendocardic, 217
Strat visceral, al capsulei Bowman, 373, 376f
Straturi plexiforme ale retinei, 463, 464f, 465f
activitatea imunologică la nivelul, 366 culoarea, 363. vezi şi Melanocite efectele senescenţei asupra, 367b elasticitatea, 360 funcţiile, 360 glandele din, 370-372. 370f. 371f, 372f gros (glabru), 360-361, 360f. 363 pigmentarea boli care afectează, 366b melanocitele şi, 363-365, 364f, 366b receptorii senzoriali din, 367-368, 368f straturile, 360, 360f. vezi şi Derm; Epiderm subţire, 360-36, 361f, 363 tumori ale, 372b. vezi şi Cancer cutanat vascularizaţia, 367-368
în stratul cornos, 363
în stratul spinos, 361, 362f, 363f"
"485","striat","Canalicule striate, ale glandelor salivare, 317, 318f
Margine în perie (striată), 70, 72f, 86f. Vezi
în perie (striată) canaliculari şi hepatocitari, 329. 33U, 333f"
"486","subcutanat","Ţesut subcutanat, 360, 367"
"487","subendocardic","Strat subendocardic, 217"
"488","subendocardic","Strat subendocardic, 217"
"489","dependentă","ATP-ază Na+/K+ dependentă (pompă de sodiu) şi transportul activ, 81-82
Pompă de sodiu (ATPază Na+/K+ dependentă), şi transportul activ, 81-82"
"490","sublobulară","Venă sublobulară, 325f, 328"
"491","submucos","Plex nervos Meissner (submucos), 281, 282f. 310f. 311"
"492","superficială","Reţea superficială, vasele limfatice de la nivelul, 358
Tensiune superficială, şi rolul surfactantului"
"493","superficial","Reţea superficială, vasele limfatice de la nivelul, 358
Tensiune superficială, şi rolul surfactantului"
"494","suprarenală","Corticosuprarenală, 400, 400-405, 401f, 402f, 403f, 404f carcinom al, 407b disfuncţie a, 407b fetală (timpurie), 405 hormonii secretaţi de. 400, 404-405, 404f controlul, 405, 405f efectele renale ale, 388, 389b reticulul endoplasmic neted în, 35
Medulosuprarenală, 400, 401f, 406-407, 406f disfuncţia, 407b fibrele preganglionare care inervează, 178,406b hormonii secretaţi de, 406, 406b, 406f
Venă suprarenală, 400, 401f"
"495","surfactant","Dipalmitoil fosfatidilcolină, în surfactant, 354
Fosfatidilglicerol, în surfactant, 354
anomalii ale. 407b controlul pnn feedback al. 405. 405f sinteza surfactantului şi. 357b utilizarea terapeutică a, întreruperea administrăm de, 405b
disfuncţia respiratorie la, deficitul de surfactant şi, 357b icterul la (hiperbilirubinemie neonatală), 330b măduva hematogenă la, 240
dezvoltarea, surfactantul şi, 357b inervaţia, 358 macrofagele din, 357 tumori ale, 359b
ale surfactantului, 354 asociate microtubulilor (MAP), 42 bazică majoră, 229 de ancorare, 34, 34f de transfer, transportul fosfolipidelor din
surfactant şi, 375b
Surfactant pulmonar, 354-357, 354f, 355f, 356f deficit de, 357b
Tensiune superficială, şi rolul surfactantului"
"496","sinapse","Comunicare/semnalizare sinapticâ, 27, 158160. vezi şi Sinapse
Sinapse,  27, 154f, 155. 156f, 158-160.
Sinapse chimice, 159. vezi şi Sinapse evenimente în timpul transmiterii prin, 158f. 160, 161f
Sinapse electrice, 159 vezi şi Sinapse"
"497","sinaptică","sinaptică, 158f, 160
Celulă postsinaptică, 158f, 159
şi transmiterea sinaptică. 158f, 160 fenestrate, 112. vezi şi Lamina elastică plasmatice. vezi Plasmalemă structura, 22f, 23-25, 23f, 24f, 25f, 26f unitate, 23, 23f
şi transmiterea sinaptică, 158f, 159, 160. vezi şi Neurotransmiţători
Terminaţie postsinaptică, 158f, 159
Terminaţie presinaptică, 158f, 159"
"498","sinaptice","în terminaţiile presinaptice, 158f, 159, 160f
de transport (complex Golgi), 36, 36f, 37f matriceale, 284 optice, 463 secretorii, 42, 47. vezi şi Granule de secreţie seminale, 418f, 429, 431f sinaptice, 158f, 159, 160f tapetate, 26, 27f, 28f"
"499","sinaptic","sinaptică, 158f, 160
Celulă postsinaptică, 158f, 159
Comunicare/semnalizare sinapticâ, 27, 158160. vezi şi Sinapse
a celulelor musculare, 191-192, 194 şi transmiterea sinapticâ, 158f, 160
Fantă sinapticâ, 158f. 159. 194
Hiperpolarizare, transmiterea sinapticâ şi.
şi transmiterea sinaptică. 158f, 160 fenestrate, 112. vezi şi Lamina elastică plasmatice. vezi Plasmalemă structura, 22f, 23-25, 23f, 24f, 25f, 26f unitate, 23, 23f
şi transmiterea sinaptică, 158f, 159, 160. vezi şi Neurotransmiţători
în terminaţiile presinaptice, 158f, 159, 160f
Strat plexiform (sinaptic) extern al retinei, 463, 464f, 465f
Terminaţie postsinaptică, 158f, 159
Terminaţie presinaptică, 158f, 159
de transport (complex Golgi), 36, 36f, 37f matriceale, 284 optice, 463 secretorii, 42, 47. vezi şi Granule de secreţie seminale, 418f, 429, 431f sinaptice, 158f, 159, 160f tapetate, 26, 27f, 28f"
"500","sinaptic","sinaptică, 158f, 160
Celulă postsinaptică, 158f, 159
Comunicare/semnalizare sinapticâ, 27, 158160. vezi şi Sinapse
a celulelor musculare, 191-192, 194 şi transmiterea sinapticâ, 158f, 160
Fantă sinapticâ, 158f. 159. 194
Hiperpolarizare, transmiterea sinapticâ şi.
şi transmiterea sinaptică. 158f, 160 fenestrate, 112. vezi şi Lamina elastică plasmatice. vezi Plasmalemă structura, 22f, 23-25, 23f, 24f, 25f, 26f unitate, 23, 23f
şi transmiterea sinaptică, 158f, 159, 160. vezi şi Neurotransmiţători
în terminaţiile presinaptice, 158f, 159, 160f
Strat plexiform (sinaptic) extern al retinei, 463, 464f, 465f
Terminaţie postsinaptică, 158f, 159
Terminaţie presinaptică, 158f, 159
de transport (complex Golgi), 36, 36f, 37f matriceale, 284 optice, 463 secretorii, 42, 47. vezi şi Granule de secreţie seminale, 418f, 429, 431f sinaptice, 158f, 159, 160f tapetate, 26, 27f, 28f"
