"","term_id","oTerms","nTerms","base","oWords","matchWords","c..celulă....nucleu....citoplasmă....citosol....organite...","c..........................................multinucleată....multinucleată...","c..................................................primordială...","c.............................................................","c..............................................................1"
"823",13354,"pia mater","pia mater","pia","membrana","mater","pia","mater","","",""
"824",13354,"pia mater","pia mater","mamă","cellularis","mater","pia","mater","","",""
"825",13361,"choroid plexus","plex coroid","coroid","endoplasmicum","coroid","plex","coroid","","",""
"826",13361,"choroid plexus","plex coroid","plex","non","plex","plex","coroid","","",""
"827",13368,"spinal cord","măduva spinării","spinal","membrana","spinării","măduva","spinării","","",""
"828",13368,"spinal cord","măduva spinării","cordon","basalis","","măduva","spinării","","",""
"829",13376,"brain","creier","creier","incisura","creier","creier","","","",""
"830",13389,"cerebellum","cerebel","cerebel","cortex","cerebel","cerebel","","","",""
"831",13391,"cerebellar cortex","cortex cerebelos","cerebeloasa","desmosoma","cerebelos","cortex","cerebelos","","",""
"832",13391,"cerebellar cortex","cortex cerebelos","cortexul","dens","cerebelos","cortex","cerebelos","","",""
"833",13392,"granular layer","strat granular","granular","substantia","granular","strat","granular","","",""
"834",13392,"granular layer","strat granular","strat","alba","granular","strat","granular","","",""
"835",13405,"purkinje cell","celulă Purkinje","purkinje","gliocytus","Purkinje","celulă","Purkinje","","",""
"836",13405,"purkinje cell","celulă Purkinje","celulă","ganglionicus","celulă","celulă","Purkinje","","",""
"837",13406,"molecular layer","strat molecular","molecular","substantia","molecular","strat","molecular","","",""
"838",13406,"molecular layer","strat molecular","strat","grisea","strat","strat","molecular","","",""
"839",13410,"basket cell","celulă în coșuleț","coș","neuron","coșuleț","celulă","în","coșuleț","",""
"840",13410,"basket cell","celulă în coșuleț","celulă","corbiforme","coșuleț","celulă","în","coșuleț","",""
"841",13436,"cerebral cortex","cortex cerebral","cerebral","pachymeninx","cerebral","cortex","cerebral","","",""
"842",13436,"cerebral cortex","cortex cerebral","cortexul","dura","cortex","cortex","cerebral","","",""
"843",13459,"basket neuron","celulă în coșuleț","coș","neuron","coșuleț","celulă","în","coșuleț","",""
"844",13459,"basket neuron","celulă în coșuleț","neuron","corbiforme","","celulă","în","coșuleț","",""
"845",13494,"basket cell","celulă în coșuleț","coș","glandulae","coșuleț","celulă","în","coșuleț","",""
"846",13494,"basket cell","celulă în coșuleț","celulă","salivariae","coșuleț","celulă","în","coșuleț","",""
"847",13503,"pyramidal cell","celulă piramidală","piramidal","cellula","piramidală","celulă","piramidală","","",""
"848",13503,"pyramidal cell","celulă piramidală","celulă","primordialis","celulă","celulă","piramidală","","",""
"849",13602,"peripheral nervous system","sistem nervos periferic","periferic","pars","periferic","sistem","nervos","periferic","",""
"850",13602,"peripheral nervous system","sistem nervos periferic","nervos","peripherica","nervos","sistem","nervos","periferic","",""
"851",13602,"peripheral nervous system","sistem nervos periferic","sistem","systema","sistem","sistem","nervos","periferic","",""
"852",13603,"nerve","nerv","nerv","neuron","nerv","nerv","","","",""
"853",13608,"preganglionic nerve fibre","fibră nervoasă preganglionară","preganglionic","cellula","preganglionară","fibră","nervoasă","preganglionară","",""
"854",13608,"preganglionic nerve fibre","fibră nervoasă preganglionară","nerv","polyhedralis","preganglionară","fibră","nervoasă","preganglionară","",""
"855",13608,"preganglionic nerve fibre","fibră nervoasă preganglionară","fibră","cellula","preganglionară","fibră","nervoasă","preganglionară","",""
"856",13609,"postganglionic nerve fibre","fibră nervoasă postganglionară","postganglionic","cytoplasmica","postganglionară","fibră","nervoasă","postganglionară","",""
"857",13609,"postganglionic nerve fibre","fibră nervoasă postganglionară","nerv","organella","postganglionară","fibră","nervoasă","postganglionară","",""
"858",13609,"postganglionic nerve fibre","fibră nervoasă postganglionară","fibră","organula","postganglionară","fibră","nervoasă","postganglionară","",""
"859",13610,"autonomic neural plexus","plex nervos autonom","autonom","stroma","autonom","plex","nervos","autonom","",""
"860",13610,"autonomic neural plexus","plex nervos autonom","neural","tunica","nervos","plex","nervos","autonom","",""
"861",13610,"autonomic neural plexus","plex nervos autonom","plex","albuginea","plex","plex","nervos","autonom","",""
"862",13611,"endoneurium","endonerv","endoneurium","epithelium","endonerv","endonerv","","","",""
"863",13612,"perineurium","perinerv","perineurium","plasma","perinerv","perinerv","","","",""
"864",13615,"epineurium","epinerv","epineurium","collageni","epinerv","epinerv","","","",""
"865",13618,"ganglion","ganglion","ganglion","communicans","ganglion","ganglion","","","",""
"866",13620,"sensory ganglion","ganglion senzitiv","senzorial","hematoliquorosum","senzitiv","ganglion","senzitiv","","",""
"867",13620,"sensory ganglion","ganglion senzitiv","ganglion","melanocytus","ganglion","ganglion","senzitiv","","",""
"868",13626,"autonomic ganglion","ganglion autonom","autonom","synapsis","autonom","ganglion","autonom","","",""
"869",13626,"autonomic ganglion","ganglion autonom","ganglion","non","ganglion","ganglion","autonom","","",""
"870",13661,"tactile corpuscle","corpuscul Meissner","tactil","cytosol","","corpuscul","Meissner","","",""
"871",13661,"tactile corpuscle","corpuscul Meissner","corpuscul","matrix","corpuscul","corpuscul","Meissner","","",""
"872",13663,"lamellar corpuscle","corpuscul Vater-Pacini","lamelar","macula","Vater-Pacini","corpuscul","Vater-Pacini","","",""
"873",13663,"lamellar corpuscle","corpuscul Vater-Pacini","corpuscul","adhaerens","corpuscul","corpuscul","Vater-Pacini","","",""
"874",13672,"muscle spindle","fus neuromuscular","mușchi","nexus","neuromuscular","fus","neuromuscular","","",""
"875",13672,"muscle spindle","fus neuromuscular","ax","macula","neuromuscular","fus","neuromuscular","","",""
"876",13687,"eyeball","glob ocular","globul ocular","camera","ocular","glob","ocular","","",""
"877",13690,"sclera","scleră","sclerotică","posterior","scleră","scleră","","","",""
"878",13694,"melanocyte","melanocit","melanocite","antrum","melanocit","melanocit","","","",""
"879",13699,"cornea","cornee","cornee","camera","cornee","cornee","","","",""
"880",13701,"anterior limiting membrane","membrană Bowman","anterior","b","","membrană","Bowman","","",""
"881",13701,"anterior limiting membrane","membrană Bowman","limitativ","lymphocytus","","membrană","Bowman","","",""
"882",13701,"anterior limiting membrane","membrană Bowman","membrană","t","membrană","membrană","Bowman","","",""
"883",13704,"posterior limiting membrane","membrană Descemet","posterior","canaliculus","","membrană","Descemet","","",""
"884",13704,"posterior limiting membrane","membrană Descemet","limitativ","bilifer","","membrană","Descemet","","",""
"885",13704,"posterior limiting membrane","membrană Descemet","membrană","cellula","membrană","membrană","Descemet","","",""
"886",13711,"choroid","coroidă","coroid","postrema","coroidă","coroidă","","","",""
"887",13713,"suprachoroidal lamina","lamina supracoroidală","supracoroidală","perisinusoidalis","supracoroidală","lamina","supracoroidală","","",""
"888",13713,"suprachoroidal lamina","lamina supracoroidală","foiță","cellula","supracoroidală","lamina","supracoroidală","","",""
"889",13716,"choroidocapillary lamina","strat coriocapilar","choroidocapillary","accumulans","coriocapilar","strat","coriocapilar","","",""
"890",13716,"choroidocapillary lamina","strat coriocapilar","foiță","adipem","","strat","coriocapilar","","",""
"891",13717,"basal complex","membrană Bruch","bazale","vas","","membrană","Bruch","","",""
"892",13717,"basal complex","membrană Bruch","complex","sinusoideum","","membrană","Bruch","","",""
"893",13723,"ciliary body","corp ciliar","ciliar","camera","ciliar","corp","ciliar","","",""
"894",13723,"ciliary body","corp ciliar","corp","vitrea","corp","corp","ciliar","","",""
"895",13726,"ciliary process","proces ciliar","ciliar","palpebrae","ciliar","proces","ciliar","","",""
"896",13726,"ciliary process","proces ciliar","proces","epidermis","proces","proces","ciliar","","",""
"897",13728,"ora serrata","ora serrata","ora","stratum","serrata","ora","serrata","","",""
"898",13728,"ora serrata","ora serrata","serrata","corneum","serrata","ora","serrata","","",""
"899",13730,"ciliary muscle","mușchi ciliar","ciliar","stratum","ciliar","mușchi","ciliar","","",""
"900",13730,"ciliary muscle","mușchi ciliar","mușchi","lucidum","mușchi","mușchi","ciliar","","",""
"901",13736,"pigmented epithelium","epiteliu pigmentar","pigmentat","stratum","pigmentar","epiteliu","pigmentar","","",""
"902",13736,"pigmented epithelium","epiteliu pigmentar","epiteliu","granulosum","epiteliu","epiteliu","pigmentar","","",""
"903",13738,"iris","iris","iris","stratum","iris","iris","","","",""
"904",13746,"melanocyte","melanocit","melanocite","lamina","melanocit","melanocit","","","",""
"905",13748,"sphincter pupillae","mușchi constrictor pupilar","sfincter","spinosum","constrictor","mușchi","constrictor","pupilar","",""
"906",13748,"sphincter pupillae","mușchi constrictor pupilar","pupillae","tonofibrilla","pupilar","mușchi","constrictor","pupilar","",""
"907",13750,"pigment cell","celulă pigmentară","pigment","tonofilamentum","pigmentară","celulă","pigmentară","","",""
"908",13750,"pigment cell","celulă pigmentară","celulă","granulum","celulă","celulă","pigmentară","","",""
"909",13751,"dilator pupillae","dilatator pupilar","dilatator","keratohyalini","pupilar","dilatator","pupilar","","",""
"910",13751,"dilator pupillae","dilatator pupilar","pupillae","filamentum","pupilar","dilatator","pupilar","","",""
"911",13754,"retina","retină","retină","keratini","retină","retină","","","",""
"912",13768,"outer limiting membrane","membrană limitantă externă","exterior","spatium","externă","membrană","limitantă","externă","",""
"913",13768,"outer limiting membrane","membrană limitantă externă","limitativ","portale","limitantă","membrană","limitantă","externă","",""
"914",13768,"outer limiting membrane","membrană limitantă externă","membrană","cellula","externă","membrană","limitantă","externă","",""
"915",13768,"outer limiting layer","membrană limitantă externă","exterior","centroacinosa","externă","membrană","limitantă","externă","",""
"916",13768,"outer limiting layer","membrană limitantă externă","limitativ","ductus","limitantă","membrană","limitantă","externă","",""
"917",13768,"outer limiting layer","membrană limitantă externă","strat","intercalatus","limitantă","membrană","limitantă","externă","",""
"918",13770,"outer plexiform layer","strat plexiform extern","exterior","dermis","extern","strat","plexiform","extern","",""
"919",13770,"outer plexiform layer","strat plexiform extern","plexiform","corium","plexiform","strat","plexiform","extern","",""
"920",13770,"outer plexiform layer","strat plexiform extern","strat","stratum","strat","strat","plexiform","extern","",""
"921",13772,"inner plexiform layer","strat plexiform intern","interior","papillare","intern","strat","plexiform","intern","",""
"922",13772,"inner plexiform layer","strat plexiform intern","plexiform","stratum","plexiform","strat","plexiform","intern","",""
"923",13772,"inner plexiform layer","strat plexiform intern","strat","reticulare","strat","strat","plexiform","intern","",""
"924",13775,"inner limiting membrane","membrană limitantă internă","interior","ductus","internă","membrană","limitantă","internă","",""
"925",13775,"inner limiting membrane","membrană limitantă internă","limitativ","intralobularis","limitantă","membrană","limitantă","internă","",""
"926",13775,"inner limiting membrane","membrană limitantă internă","membrană","ductus","internă","membrană","limitantă","internă","",""
"927",13775,"inner limiting layer","membrană limitantă internă","interior","interlobularis","internă","membrană","limitantă","internă","",""
"928",13775,"inner limiting layer","membrană limitantă internă","limitativ","cellula","limitantă","membrană","limitantă","internă","",""
"929",13775,"inner limiting layer","membrană limitantă internă","strat","t","limitantă","membrană","limitantă","internă","",""
"930",13776,"macula","maculă","macula","pilus","maculă","maculă","","","",""
"931",13783,"rod cell","celulă cu bastonaș","tijă","bulbus","","celulă","cu","bastonaș","",""
"932",13783,"rod cell","celulă cu bastonaș","celulă","pili","celulă","celulă","cu","bastonaș","",""
"933",13799,"cone cell","celulă cu conuri","con","folliculus","conuri","celulă","cu","conuri","",""
"934",13799,"cone cell","celulă cu conuri","celulă","pili","celulă","celulă","cu","conuri","",""
"935",13833,"amacrine cell","celulă amacrină","amacrine","unguis","amacrină","celulă","amacrină","","",""
"936",13833,"amacrine cell","celulă amacrină","celulă","eponychium","celulă","celulă","amacrină","","",""
"937",13853,"lens","cristalin","lentilă","lectulus","","cristalin","","","",""
"938",13869,"aqueous humor","umoare apoasă","apos","matrix","apoasă","umoare","apoasă","","",""
"939",13869,"aqueous humor","umoare apoasă","umor","unguis","umoare","umoare","apoasă","","",""
"940",13870,"anterior chamber","cameră anterioară","anterior","sebum","anterioară","cameră","anterioară","","",""
"941",13870,"anterior chamber","cameră anterioară","cameră","erythrocytus","anterioară","cameră","anterioară","","",""
"942",13871,"posterior chamber","cameră posterioară","posterior","nodulus","posterioară","cameră","posterioară","","",""
"943",13871,"posterior chamber","cameră posterioară","cameră","lymphoideus","posterioară","cameră","posterioară","","",""
"944",13872,"postremal chamber","spațiu vitros","postremal","corticosterocytus","","spațiu","vitros","","",""
"945",13872,"postremal chamber","spațiu vitros","cameră","spongiosus","","spațiu","vitros","","",""
"946",13872,"vitreous chamber","spațiu vitros","vitros","insula","vitros","spațiu","vitros","","",""
"947",13872,"vitreous chamber","spațiu vitros","cameră","pancreatica","","spațiu","vitros","","",""
"948",13880,"eyelids","pleoape","pleoape","glomus","pleoape","pleoape","","","",""
"949",13902,"ear","ureche","ureche","cavity","ureche","ureche","","","",""
"950",13904,"external ear","ureche externă","extern","cell","externă","ureche","externă","","",""
"951",13904,"external ear","ureche externă","ureche","basket","ureche","ureche","externă","","",""
"952",13910,"middle ear","ureche medie","de mijloc","cell","","ureche","medie","","",""
"953",13910,"middle ear","ureche medie","ureche","endothelial","ureche","ureche","medie","","",""
"954",13917,"tympanic membrane","timpan","timpanice","cell","timpan","timpan","","","",""
"955",13917,"tympanic membrane","timpan","membrană","ependymal","","timpan","","","",""
"956",13931,"pseudostratified epithelium","epiteliu pseudostratificat","pseudostratificat","cell","pseudostratificat","epiteliu","pseudostratificat","","",""
"957",13931,"pseudostratified epithelium","epiteliu pseudostratificat","epiteliu","ependymal","epiteliu","epiteliu","pseudostratificat","","",""
"958",13934,"internal ear","ureche internă","intern","cell","internă","ureche","internă","","",""
"959",13934,"internal ear","ureche internă","ureche","epithelial","ureche","ureche","internă","","",""
"960",13935,"bony labyrinth","labirint osos","osos","stratificatum","osos","labirint","osos","","",""
"961",13935,"bony labyrinth","labirint osos","labirint","squamosum","labirint","labirint","osos","","",""
"962",13939,"perilymph","perilimfă","perilimfatice","non","perilimfă","perilimfă","","","",""
"963",13941,"osseous spiral lamina","lamă osoasă spirală","osos","cornificatum","osoasă","lamă","osoasă","spirală","",""
"964",13941,"osseous spiral lamina","lamă osoasă spirală","spirală","epithelium","spirală","lamă","osoasă","spirală","",""
"965",13941,"osseous spiral lamina","lamă osoasă spirală","foiță","pseudostratificatum","osoasă","lamă","osoasă","spirală","",""
"966",13942,"modiolus","modiol","modiolus","columnare","modiol","modiol","","","",""
"967",13944,"membranous labyrinth","labirint membranos","membranoasă","cell","membranos","labirint","membranos","","",""
"968",13944,"membranous labyrinth","labirint membranos","labirint","giant","labirint","labirint","membranos","","",""
"969",13946,"endolymph","endolimfă","endolimfă","ciliatum","endolimfă","endolimfă","","","",""
"970",13948,"vestibular hair cell","celulă receptoare","vestibular","cell","","celulă","receptoare","","",""
"971",13948,"vestibular hair cell","celulă receptoare","păr","glial","receptoare","celulă","receptoare","","",""
"972",13948,"vestibular hair cell","celulă receptoare","celulă","cell","celulă","celulă","receptoare","","",""
"973",13948,"vestibular sensory cell","celulă receptoare","vestibular","body","","celulă","receptoare","","",""
"974",13948,"vestibular sensory cell","celulă receptoare","senzorial","pyramidal","","celulă","receptoare","","",""
"975",13948,"vestibular sensory cell","celulă receptoare","celulă","cell","celulă","celulă","receptoare","","",""
"976",13959,"macula of saccule","maculă a saculei","macula","pyramidal","saculei","maculă","a","saculei","",""
"977",13959,"macula of saccule","maculă a saculei","de","cell","saculei","maculă","a","saculei","",""
"978",13959,"macula of saccule","maculă a saculei","saccule","primordial","saculei","maculă","a","saculei","",""
"979",13960,"macula of utricule","maculă a utriculei","macula","cell","utriculei","maculă","a","utriculei","",""
"980",13960,"macula of utricule","maculă a utriculei","de","progenitor","utriculei","maculă","a","utriculei","",""
"981",13960,"macula of utricule","maculă a utriculei","utricule","cell","utriculei","maculă","a","utriculei","",""
"982",13966,"crista ampullaris","cristă ampulară","crista","purkinje","cristă","cristă","ampulară","","",""
"983",13966,"crista ampullaris","cristă ampulară","ampullaris","cell","ampulară","cristă","ampulară","","",""
"984",13972,"endolymphatic sac","sac endolimfatic","endolimfatic","satellite","endolimfatic","sac","endolimfatic","","",""
"985",13972,"endolymphatic sac","sac endolimfatic","sac","cell","endolimfatic","sac","endolimfatic","","",""
"986",13995,"basilar membrane","membrană bazilară","basilar","satellite","bazilară","membrană","bazilară","","",""
"987",13995,"basilar membrane","membrană bazilară","membrană","cell","membrană","membrană","bazilară","","",""
"988",14004,"tectorial membrane","membrană tectoria","tectorial","satellite","tectoria","membrană","tectoria","","",""
"989",14004,"tectorial membrane","membrană tectoria","membrană","glial","membrană","membrană","tectoria","","",""
"990",14005,"vestibular membrane","membrană vestibulară","vestibular","cell","vestibulară","membrană","vestibulară","","",""
"991",14005,"vestibular membrane","membrană vestibulară","membrană","schwann","membrană","membrană","vestibulară","","",""
"992",14041,"outer hair cell","celulă păroasă externă","exterior","cell","externă","celulă","păroasă","externă","",""
"993",14041,"outer hair cell","celulă păroasă externă","păr","neurolemmocyte","externă","celulă","păroasă","externă","",""
"994",14041,"outer hair cell","celulă păroasă externă","celulă","centriole","celulă","celulă","păroasă","externă","",""
"995",14058,"satellite cell","celulă satelită","satelit","gliocytus","satelită","celulă","satelită","","",""
"996",14058,"satellite cell","celulă satelită","celulă","ganglionaris","satelită","celulă","satelită","","",""
"997",14068,"epidermis","epiderm","epidermă","caroticum","epiderm","epiderm","","","",""
"998",14071,"stratum corneum","strat cornos","strat","nodus","strat","strat","cornos","","",""
"999",14071,"stratum corneum","strat cornos","cornos","sinuatrialis","cornos","strat","cornos","","",""
"1000",14071,"horny layer","strat cornos","excitat","nodus","","strat","cornos","","",""
"1001",14071,"horny layer","strat cornos","strat","atrioventricularis","strat","strat","cornos","","",""
"1002",14072,"stratum lucidum","strat lucid","strat","vas","strat","strat","lucid","","",""
"1003",14072,"stratum lucidum","strat lucid","lucidum","capillare","lucid","strat","lucid","","",""
"1004",14073,"stratum granulosum","strat granulos","strat","vas","granulos","strat","granulos","","",""
"1005",14073,"stratum granulosum","strat granulos","granulos","lymphocapillare","granulos","strat","granulos","","",""
"1006",14074,"stratum spinosum","strat spinos","strat","nodus","strat","strat","spinos","","",""
"1007",14074,"stratum spinosum","strat spinos","spinosum","lymphoideus","spinos","strat","spinos","","",""
"1008",14075,"stratum basale","strat germinativ","strat","cumulus","germinativ","strat","germinativ","","",""
"1009",14075,"stratum basale","strat germinativ","bazal","oophorus","","strat","germinativ","","",""
"1010",14075,"basal cell layer","strat germinativ","bazale","corpus","","strat","germinativ","","",""
"1011",14075,"basal cell layer","strat germinativ","celulă","luteum","","strat","germinativ","","",""
"1012",14075,"basal cell layer","strat germinativ","strat","granulosoluteocytus","germinativ","strat","germinativ","","",""
"1013",14075,"stratum germinativum","strat germinativ","strat","thecaluteocytus","germinativ","strat","germinativ","","",""
"1014",14075,"stratum germinativum","strat germinativ","germinativum","corpus","germinativ","strat","germinativ","","",""
"1015",14078,"tonofibril","tonofibrilă","tonofibril","nodus","tonofibrilă","tonofibrilă","","","",""
"1016",14079,"tonofilament","tonofilament","tonofilament","lymphaticus:","tonofilament","tonofilament","","","",""
"1017",14080,"macula adherens","desmozom","macula","mater","","desmozom","","","",""
"1018",14080,"macula adherens","desmozom","adherens","eminentia","","desmozom","","","",""
"1019",14080,"desmosome","desmozom","desmosome","mediana","desmozom","desmozom","","","",""
"1020",14083,"keratohyaline granule","granulă de keratohialin","keratohyaline","lymphonodus","keratohialin","granulă","de","keratohialin","",""
"1021",14083,"keratohyaline granule","granulă de keratohialin","granulă","cortex","granulă","granulă","de","keratohialin","",""
"1022",14084,"keratin filament","filament de keratină","cheratină","lamina","keratină","filament","de","keratină","",""
"1023",14084,"keratin filament","filament de keratină","filament","limitans","filament","filament","de","keratină","",""
"1024",14090,"nerve ending","terminație nervoasă","nerv","textus","nervoasă","terminație","nervoasă","","",""
"1025",14090,"nerve ending","terminație nervoasă","sfârșit","connectivus","","terminație","nervoasă","","",""
"1026",14091,"melanocyte","melanocit","melanocite","muscularis","melanocit","melanocit","","","",""
"1027",14101,"dermis","derm","dermul","anterior","derm","derm","","","",""
"1028",14101,"corium","derm","dermă","lamina","derm","derm","","","",""
"1029",14102,"papillary dermis","derm papilar","papilar","limitans","papilar","derm","papilar","","",""
"1030",14102,"papillary dermis","derm papilar","dermul","posterior","derm","derm","papilar","","",""
"1031",14103,"papilla","papilă","papilă","perichondrium","papilă","papilă","","","",""
"1032",14104,"reticular dermis","derm reticular","reticular","lamina","reticular","derm","reticular","","",""
"1033",14104,"reticular dermis","derm reticular","dermul","suprachoroidea","derm","derm","reticular","","",""
"1034",14123,"hair","fir de păr","păr","lamina","păr","fir","de","păr","",""
"1035",14142,"hair bulb","bulb pilos","păr","choroidocapillaris","pilos","bulb","pilos","","",""
"1036",14142,"hair bulb","bulb pilos","bulb","complexus","bulb","bulb","pilos","","",""
"1037",14143,"dermal papilla","papilă dermală a foliculului pilos","dermic","adjuvans","dermală","papilă","dermală","a","foliculului","pilos"
"1038",14143,"dermal papilla","papilă dermală a foliculului pilos","papilă","auris","pilos","papilă","dermală","a","foliculului","pilos"
"1039",14143,"papilla of hair follicle","papilă dermală a foliculului pilos","papilă","auris","pilos","papilă","dermală","a","foliculului","pilos"
"1040",14143,"papilla of hair follicle","papilă dermală a foliculului pilos","de","externa","dermală","papilă","dermală","a","foliculului","pilos"
"1041",14143,"papilla of hair follicle","papilă dermală a foliculului pilos","păr","auris","pilos","papilă","dermală","a","foliculului","pilos"
"1042",14143,"papilla of hair follicle","papilă dermală a foliculului pilos","folicul","media","foliculului","papilă","dermală","a","foliculului","pilos"
"1043",14146,"melanocyte","melanocit","melanocite","mucosae","melanocit","melanocit","","","",""
"1044",14156,"hair follicle","folicul pilos","păr","basalis","pilos","folicul","pilos","","",""
"1045",14156,"hair follicle","folicul pilos","folicul","stratum","folicul","folicul","pilos","","",""
"1046",14176,"nail","unghie","cui","limitans","unghie","unghie","","","",""
"1047",14183,"eponychium","cuticulă","eponychium","externum","","cuticulă","","","",""
"1048",14183,"cuticle","cuticulă","cuticulă","stratum","cuticulă","cuticulă","","","",""
"1049",14184,"nail bed","pat unghial","cui","limitans","unghial","pat","unghial","","",""
"1050",14184,"nail bed","pat unghial","pat","internum","unghial","pat","unghial","","",""
"1051",14195,"nail matrix","matrice unghială","cui","papilla","unghială","matrice","unghială","","",""
"1052",14195,"nail matrix","matrice unghială","matrice","dermalis","matrice","matrice","unghială","","",""
"1053",14223,"sebum","sebum","sebum","pili","sebum","sebum","","","",""
"1054",14229,"mammary gland","glandă mamară","mamare","centriole","mamară","glandă","mamară","","",""
"1055",14229,"mammary gland","glandă mamară","glandă","cerebellum","glandă","glandă","mamară","","",""
"1056",14230,"lobe","lob","lob","cistern","lob","lob","","","",""
