"","words","index"
"165","netedă","identificarea imunocitochimică a, 16t, 18f în musculatura netedă, 200
cardiace. I99f hepatice. 326. 327f. 331f în musculatura netedă, 198, 202f, 203f
în musculatura netedă, 200, 204f
în musculatura netedă, 198-199
Musculatură netedă uterină contracţia, 199 efectul oxitocinei asupra, 397, 398f
Musculatură netedă viscerală, 200
identificarea imunocitochimică a, 16t în musculatura netedă vasculară, 200"
"166","netede","în fibrele musculare netede, 200
în fibrele musculare netede, 198-199
AMPc (AMP ciclic), şi contracţia musculaturii netede, 199
a musculaturii netede, 198-199 a musculaturii scheletice, 190f, 191192, 194f
Calmodulină, şi contracţia musculaturii netede, 199
a miocardului, 197-198 a musculaturii netede, 198-199, 204f a musculaturii scheletice, 190f, 191194, 194f calciul şi, 190f, 191-192 ipoteza glisării filamentelor şi, 190f, 192-194, 194f unităţile motorii şi, 195 a plăgii, 93b
din fibrele musculare netede, 200, 204( din plachete, 236
contracţia musculaturii netede şi, 198
în contracţia musculaturii netede, 199
în celulele musculare netede. 198
ale celulelor endoteliale capilare, 213, 215f, 217f din celulele alveolare de tip I (pavimentoase), 353 din celulele tubilor contorţi proximali, 375-376 din fibrele musculare netede, 198, 203f"
"167","linguală","gastrică, 288. 294 hormon-sensibilă, 124, 125f linguală, 283 lipoprotein lipaze, 124, 125f pancreaticâ, 322 triglicerid-lipazâ. 124. 125f, 322"
"168","limfatică","Circulaţie limfatică. vezi Sistem vascular limfatic"
"169","limfatic","limfatic
Cordoane medulare, a ganglionului limfatic, 271, 272f, 273f
Duet limfatic drept, 221
al ganglionului limfatic, 269, 270f hepatic, 324 renal, 373. 374f
Sinusuri medulare, ale ganglionului limfatic, 271,272f, 273f
Sinusuri radiale, ale ganglionului limfatic, 271
Sinusuri subcapsulare, ale ganglionului limfatic, 270f, 271, 271f
sanguine; Inimă; Sistem vascular limfatic
Sistem vascular. vezi Vase sanguine; Sistem vascular limfatic
Sistem vascular limfatic, 205, 219-221, 221f, 271-272
	Zonă corticală externă, a ganglionului limfatic, 270f, 271, 271f
Zonă corticală internă, a ganglionului limfatic, 270f, 271
a firului de păr, 369, 369f a ganglionului limfatic, 270f, 271, 271f, 272f. 273f a glandei suprarenale, 400, 401 f, 406407, 406f a ovarului, 435, 436f renală, 373, 374f, 375f timicâ, 266, 267f, 268f, 269f"
"170","limfatic","limfatic
Cordoane medulare, a ganglionului limfatic, 271, 272f, 273f
Duet limfatic drept, 221
al ganglionului limfatic, 269, 270f hepatic, 324 renal, 373. 374f
Sinusuri medulare, ale ganglionului limfatic, 271,272f, 273f
Sinusuri radiale, ale ganglionului limfatic, 271
Sinusuri subcapsulare, ale ganglionului limfatic, 270f, 271, 271f
sanguine; Inimă; Sistem vascular limfatic
Sistem vascular. vezi Vase sanguine; Sistem vascular limfatic
Sistem vascular limfatic, 205, 219-221, 221f, 271-272
	Zonă corticală externă, a ganglionului limfatic, 270f, 271, 271f
Zonă corticală internă, a ganglionului limfatic, 270f, 271
a firului de păr, 369, 369f a ganglionului limfatic, 270f, 271, 271f, 272f. 273f a glandei suprarenale, 400, 401 f, 406407, 406f a ovarului, 435, 436f renală, 373, 374f, 375f timicâ, 266, 267f, 268f, 269f"
"171","lizozomale","Enzime lizozomale, 36-38
boli care afectează, 144b, 148b efectele parathormonului asupra, 148, 416 eliberarea de enzime lizozomale din, 38b, 41f originea, 92f, 136"
"172","macrofage","Coniotage (macrofage alveolare), 352f, 354f, 357
şi macrofage (GM-CSF). 240t 257t
Factor stimulator al coloniilor de macrofage
Macrofage
granulocite şi macrofage). 240t, 257t
Macrofage. 27, 93-96, 95f, 96f, 97t, 249 activate, 95b alveolare, 352f, 354f, 357 funcţii ale, 93t. 95-96b, 97t hepatice (celule Kupffer). 97t, 325f, 326, 329f intestinale, 300, 307f, 308f, 310f lizozomii din, 38, 39f originea şi maturarea, 92f, 93. 95. 249 rolul în apoptozâ, 64, 64b. 65f
macrofage), 240t, 257t
vezi şi Macrofage"
"173","macrofage","Coniotage (macrofage alveolare), 352f, 354f, 357
şi macrofage (GM-CSF). 240t 257t
Factor stimulator al coloniilor de macrofage
Macrofage
granulocite şi macrofage). 240t, 257t
Macrofage. 27, 93-96, 95f, 96f, 97t, 249 activate, 95b alveolare, 352f, 354f, 357 funcţii ale, 93t. 95-96b, 97t hepatice (celule Kupffer). 97t, 325f, 326, 329f intestinale, 300, 307f, 308f, 310f lizozomii din, 38, 39f originea şi maturarea, 92f, 93. 95. 249 rolul în apoptozâ, 64, 64b. 65f
macrofage), 240t, 257t
vezi şi Macrofage"
"174","major","Complex major de histocompatibilitate
adaptativă, 260 anticorpii şi, 254-255, 255f. 256f. 256t antigenele şi, 254 celulară, 254, 260, 261f, 262f complementul şi. 255, 256f complexul major de histocompatibilitate
MHC vezi Complex major de histocompatibilitate
Molecule ale complexului major de histocompatibilitate clasa I/II, 258-260"
"175","mastocite","afecţiuni asociate cu anomalii ale degradării, 114-115b în mastocite, 97
în mastocite, 97, 99f
Mastocite. 97-99, 99f, 103f ale ţesutului conjunctiv, 97 eliberarea de mediatori chimici de către, 97-99b, 100f funcţii ale. 93t. 97 mucoase, 97 originea, 92f, 97"
"176","mater","Dura mater, 167, 169f"
"177","matur","primar (imatur, reticular), 137-138, 141, 141f resorbţia, 136, 137f boli asociate cu, 136b influenţa parathormonului asupra, 416 rolul metabolic al, 145-148 secundar (matur, lamelar). 137-140, 138f. 139f, 140f, 141f structura internă a, 145 tipuri de, 137-140 tumori ale, 148b vindecarea fracturilor şi, 145b, 147f
vezi şi Ţesut osos Ţesut osos lamelar (matur/secundar), 137140. 138f, 139f, 140f, 141f. vezi şi Ţesut osos"
"178","medular","Articulaţii, 149-150, 151f, 152f, Aspirat medular, 249b
Compartiment medular de formare, pentru neutroflle, 248, 248f"
"179","plex","Plex coroid, 160, 170f
Plex nervos Auerbach (mienteric), 281, 282f, 310f, 311, 312f, 313f
Plex nervos Meissner (submucos), 281, 282f. 310f. 311
Plex pampiniform, 428"
"180","megacariocitopoieză","Megacariocite/megacariocitopoieză, 92f, 236, 238, 239f, 242f, 244f, 250, 250f, 251f, 252f, 253f"
"181","megacariocite","Celulă formatoare de megacariocite, 239f
Megacariocite/megacariocitopoieză, 92f, 236, 238, 239f, 242f, 244f, 250, 250f, 251f, 252f, 253f"
"182","de melanină","Granule de melanină. 47, 364-365, 364f, 365f
sinteza de melanină realizată de, 364-365, 365f tulburări ale. 366b"
"183","membranoasă","Uretră membranoasă, 390"
"184","menstruală","Fază menstruală a ciclului menstrual, 447, 449t"
"185","menstrual","Ciclu menstrual, 446-450, 447f, 449f, 449t modificări ale sânilor în timpul, 453
de sarcină, 440 menstrual, 440
menstrual, 448, 449t
menstrual, 447, 447f, 448f, 449f. 449t
menstrual, 447, 447f, 448f, 449f. 449t în timpul fazei secretorii a ciclului menstrual, 448, 448f. 449f, 449t
influenţa asupra ciclului menstrual, 446447, 447f, 449t influenţa asupra endometrului/uterului, 199. 447 influenţa asupra mucoasei vaginale, 451 influenţa asupra ţesutului osos, 148b
ciclului menstrual. 447, 447f, 448f, 449f, 449t
Faza Iuţeală (secretone) a ciclului menstrual, 447, 448. 448f, 449f. 449t
ciclului menstrual. 447. 447f, 448f. 449f.
Fază menstruală a ciclului menstrual, 447, 449t
ciclului menstrual. 447. 447f. 448f. 449f, 449t
Fază secretorie (Iuţeală) a ciclului menstrual. 447, 448. 448f, 449f. 449t
menstrual, 447. 447f. 448f, 449f. 449t
menstrual, 447. 447f. 448f, 449f. 449t în timpul fazei secretoni a ciclului menstrual, 448, 48f, 449f. 449t
acţiunile, 397t. 398f, 436 celule care secretă, 397t dezvoltarea foliculară/ovocitară şi, 436 funcţia ovarianâ şi, 398f, 442f funcţiile testiculare/spermatogeneza şi, 398f, 428 influenţa asupra ciclului menstrual a, 449t
Menstruaţie, 448. vezi şi Ciclu menstrual corp galben menstrual. 440
corp galben menstrual. 440
efectele asupra ciclului menstrual, 446447 efectele asupra endometrului/uterului, 199, 448"
"186","mezaxon","Mezaxon, 171f, 173f"
"187","mezoteliu","Mezoteliu/celule mezoteliale. 75, 75f al tractului digestiv, 281, 282f originea, 92f pinocitoza în, 82"
"188","metaplazie","Metaplazie, 81b mieloidă. 277b"
"189","mitocondrial","leziunile/mutaţiile, 60 proliferarea celulară şi, 63b localizare, în celule şi ţesuturi, 10 mitocondrial, 30 replicare, în interfază, 58, 62f sinteză de (faza S), 58, 62f
poliribozomii şi, 31, 33f, 34 mitocondrial, 30 ribozomal, (ARNr), 31
Boli prin deficit mitocondrial, 31b, 32f
Spaţiu intermembranar, mitocondrial, 29, 31 f, 32f"
"190","mitocondrial","leziunile/mutaţiile, 60 proliferarea celulară şi, 63b localizare, în celule şi ţesuturi, 10 mitocondrial, 30 replicare, în interfază, 58, 62f sinteză de (faza S), 58, 62f
poliribozomii şi, 31, 33f, 34 mitocondrial, 30 ribozomal, (ARNr), 31
Boli prin deficit mitocondrial, 31b, 32f
Spaţiu intermembranar, mitocondrial, 29, 31 f, 32f"
"191","mitoză","în mitoză, 57, 58f, 61f
anomalii ale, 56b culturile celulare şi tisulare folosite pentru studiul, 9b asocierea cu lamina fibroasă a, 51, 53f duplicarea, în mitoză, 57-58, 58f efectuarea cariotipului, 55, 56b, 56f sexuali, 55 cromatinâ sexuală în identificarea, 55b
Diviziune celulară. vezi Mitoză
în mitoză, 43, 57, 58f. vezi şi Fus mitotic
Mitoză (diviziune celulară), 57-58, 58f, 59f, 60f centrozomii în timpul. 43 efectuarea cariotipului şi. 55, 56b, 56f"
"192","mitotic","Fus mitotic (de diviziune), 57, 58f, 61
în mitoză, 43, 57, 58f. vezi şi Fus mitotic"
"193","monocitopoieză","Monocitopoieză. 238"
"194","mononuclear","Sistem fagocitar mononuclear, 93-96, 97t. vezi şi Macrofage"
"195","motor","al neuronului motor, 154f, 195 degenerarea şi regenerarea, 179b, 180f"
"196","mucoid","în ţesutul mucoid, 121
Cordon ombilical, ţesut mucoid în (gelatină Wharton), 121
Ţesut mucoid, 118f, 121, 122f"
"197","mucoasă","Membrană mucoasă. vezi Mucoasă
Mucoasă a vezicii urinare şi căilor urinare, 389390, 389f, 390f bronşică, 345, 346f, 347f bronşiolară, 349 a tractului digestiv, 281, 282f a intestinului gros, 311, 313f a intestinului subţire, 298-300. 3001."
"198","multilocular","Glandă a hibernării, 125 vezi şi Ţesut adipos multilocular
în ţesutul adipos multilocular, 125, 127f localizare, în celule şi ţesuturi, 13 membranare, 22f, 23, 24f stocarea, 33 hepatică, 333
multilocular (brun), 123, 125-127, 126f, 127f stocarea/mobilizarea lipidelor şi, 123124,  125f tumori ale, 127b unilocular (obişnuit/galben), 123, 123125,  124f. 125f, 126f
multilocular (brun), 123, 125-127, 126f, 127f stocarea/mobilizarea lipidelor şi, 123124,  125f tumori ale, 127b unilocular (obişnuit/galben), 123, 123125,  124f. 125f, 126f Ţesut adipos brun (multilocular), 123, 125127, 126f, 127f funcţiile, 126 histogeneza, 126-127 tumorile, 127b"
"199","multiunitar","Muşchi neted multiunitar, 200"
"200","musculară","şi joncţiunea neuro-musculară, 194 miastenia gravis şi. 195b
în contracţia musculară, 190f. 191, 196 sinteza mitocondrială de, 29-30, 31f, 32f
şi contracţia musculară, 192
în contracţia musculară, 192-194
în contracţia musculară, 192
relaţia între parathormon şi, 148. 416, 416b şi contracţia musculară a musculaturii netede, 198-199 a musculaturii scheletice, 190f, 191192, 194f
şi contracţia musculară, 192
degenerarea şi regenerarea fibrelor nervoase şi, 179 regenerarea musculară şi. 202
Fosfocreatină, pentru contracţia musculară, 196
în contracţia musculară, 190f, 192
în contracţia musculară, 190f, 192
Tunică musculară, vaginală, 451"
"201","miocard","în miocard, 197, 199f, 200f
Granule membranare, în miocard, 198, 201f
în miocard, 197, 199f, 200f
în miocard, 197, 199f, 200f
în miocard, 197, 199f, 200f
Miocard, 182, 182f, 197-198, 197t, 198f, 199f, 200f, 201f . 217 atrial, 198, 201f capacitatea de regenerare a. 202 ventricular. 198
în miocard, 201f
în miocard, 198
în miocard, 197-198
în miocard, 197-198"
"202","miozinic","Cap miozinic, 191"
"203","miozină","Miozinâ/filamente de miozină, 45"
"204","musculară","şi joncţiunea neuro-musculară, 194 miastenia gravis şi. 195b
în contracţia musculară, 190f. 191, 196 sinteza mitocondrială de, 29-30, 31f, 32f
şi contracţia musculară, 192
în contracţia musculară, 192-194
în contracţia musculară, 192
relaţia între parathormon şi, 148. 416, 416b şi contracţia musculară a musculaturii netede, 198-199 a musculaturii scheletice, 190f, 191192, 194f
şi contracţia musculară, 192
degenerarea şi regenerarea fibrelor nervoase şi, 179 regenerarea musculară şi. 202
Fosfocreatină, pentru contracţia musculară, 196
în contracţia musculară, 190f, 192
în contracţia musculară, 190f, 192
Tunică musculară, vaginală, 451"
"205","muscular","a celulelor alveolare pulmonare. 357 a ţesutului muscular, 202 a ţesutului nervos, 179, 179b, 180b epidermică, 361 psoriazisul şi, 363b hepatică, 335, 335-336b
Ţesut muscular, 66, 66t, 182-204. 182f. vezi şi tipurile specifice anomalii mitocondriale care afectează, 31b, 32f cardiac, 182, 182f, 197-198, 197f, 198f, 199f, 200f, 201f neted, 182, 182f, 198-202, 203f, 204f regenerarea, 202 scheletic, 182, 182-197, 182f, 183f vascular, 205, 206
preparare, pentru examinare microscopică, 1-3, 2f distorsiuni şi artefacte cauzate de, 18 pentru microscopia electronică, 6-7 probleme legate de interpretarea secţiunilor, 18-20, 20f tipuri fundamentale de, 66, 66t. vezi şi Ţesut conjunctiv; Ţesut epitelial; Ţesut muscular; Ţesut nervos totalitatea, interpretarea unei secţiuni şi, 20"
"206","neonatală","neonatală, 330b. 335f
disfuncţia respiratorie la, deficitul de surfactant şi, 357b icterul la (hiperbilirubinemie neonatală), 330b măduva hematogenă la, 240"
"207","nervos","Canale ionice, impulsul nervos şi, 158-159
nervos autonom, 179. vezi şi Sistem nervos parasimpatic
nervos autonom, 179. vezi şi Sistem nervos parasimpatic
Creier, 153. 153f vezi şi Sistem nervos central
a ţesutului nervos, 179, 179b, 180f azbestiformă, a cartilajului hialin, 132b transneuronală, 179
rolul sistemului nervos autonom în menţinerea, 174 rolul sistemului urinar în menţinerea, 373
Impuls nervos (potenţial de acţiune), 154, 159
afectarea limfocitelor T helper în, 258b infecţiile sistemului nervos central/celulelor gliale şi, 163b
Plex nervos Auerbach (mienteric), 281, 282f, 310f, 311, 312f, 313f
Plex nervos Meissner (submucos), 281, 282f. 310f. 311
Porţiunea toraco-lombară a sistemului nervos autonom, 179. vezi şi Sistem nervos simpatic
Potenţial de acţiune (impuls nervos), 154, 159
a celulelor alveolare pulmonare. 357 a ţesutului muscular, 202 a ţesutului nervos, 179, 179b, 180b epidermică, 361 psoriazisul şi, 363b hepatică, 335, 335-336b
Sistem nervos, 153-181, 153f autonom, 174-179, 178f central, 153, 153f, 163-167 parasimpatic, 178f. 179 periferic, 153, 153f, 170-174 plasticitatea, 180 simpatic, 178-179, 178f tumori ale, 180b
Sistem nervos parasimpatic, 178f, 179 inervaţia cordului de către, 219
Sistem nervos simpatic, 178-179, 178f inervaţia cordului de către, 219 inervaţia ţesutului adipos de către, 124 inervaţia vaselor sanguine de către, 207
vezi şi tipurile specifice anomalii mitocondriale care afectează, 31b, 32f cardiac, 182, 182f, 197-198, 197f, 198f, 199f, 200f, 201f neted, 182, 182f, 198-202, 203f, 204f regenerarea, 202 scheletic, 182, 182-197, 182f, 183f vascular, 205, 206 Ţesut nervos. 66, 66t, 153-181 degenerarea şi regenerarea, 179, 179f, 180f dezvoltarea, 154-155 tumori derivate din, 180b
preparare, pentru examinare microscopică, 1-3, 2f distorsiuni şi artefacte cauzate de, 18 pentru microscopia electronică, 6-7 probleme legate de interpretarea secţiunilor, 18-20, 20f tipuri fundamentale de, 66, 66t. vezi şi Ţesut conjunctiv; Ţesut epitelial; Ţesut muscular; Ţesut nervos totalitatea, interpretarea unei secţiuni şi, 20"
"208","neurale","epidermice, 361 gastrice, 292, 293 hematopoietice, 92f, 238, 239f, 239t boli care afectează, 240b măduva hematogenâ ca sursă de, 241b neurale, 180
Circuite neurale, 153, Circulaţie deschisă, splenică, 275f, 277"
"209","neural","Infundibul (peduncul neural), neurohipofizar, 392, 393f, 394f
Peduncul neural (infundibul), al neurohipofizei, 392, 393f, 394f
Şanţ neural, 154-155
Tub neural, 155"
"210","neurohipofizar","Infundibul (peduncul neural), neurohipofizar, 392, 393f, 394f"
"211","neuronală","Plasticitate neuronală, 180"
"212","nexus","Joncţiuni de comunicare (gap, sau nexus), 27, 68f, 69-70, 71f"
"213","nodul","Nodul atrioventricular, 217-219, 219f
Nodul sinoatrial, 217-219. 219f"
"214","neted","ale complexului Golgi, 36 ale reticulului endoplasmic neted, 33f, 34 ale reticulului endoplasmic rugos, 32f, 33, 33f, 34f perinucleare, 51, 52f terminale, în musculatura scheletică, 191
carcinom al, 407b disfuncţie a, 407b fetală (timpurie), 405 hormonii secretaţi de. 400, 404-405, 404f controlul, 405, 405f efectele renale ale, 388, 389b reticulul endoplasmic neted în, 35
aportul sanguin, 325f, 327f, 328 boli ale, 326b, 329-330b, 335-336b, 335t ciroză, 326b, 336b, 336f funcţiile, 317, 323, 329-330b, 332-335, 334f, 335f regenerarea, 335-336b reticulul endoplasmic neted în, 35 stocarea glicogenului în, 49f, 339, 331f, 333, 334f stroma, 324 tumorile, 337b
în muşchiul neted, 198-199
în muşchiul neted, 198-199
membranare, 22f, 23, 24f reticulul endoplasmic neted şi sinteza/transportul de, 35, 35f
Glucozo-6-fosfatazâ. in reticulul endoplasmic neted. 35
efectele asupra ţesutului osos, 148b identificarea imunocitochimică a, 16t reglarea activităţii osteoclastelor de către, 136 reticulul endoplasmic neted şi metabolismul, 35 sistemul hipotalamo-hipofizar, 393, 394f, 398f tumorile hipofizare care secretă, 399
în muşchiul neted vascular, 206
Muşchi neted, 182, 182f, 198-202, 202f.
Muşchi neted multiunitar, 200
REN vezi Reticul endoplasmic neted
din hepatocite, 33-35, 33f neted, 33f, 34-35, 35f din celulele secretoare de steroizi, 88, 89f rugos, 32f, 33-34, 33f, 34f, 35f sinteza proteinelor membranare în, 25. 26f, 33-34, 34f, 35f sarcoplasmic. vezi Reticul sarcoplasmic
Reticul endoplasmic neted (REN), 33f, 3435, 35f
identificarea imunocitochimicâ a, 16t, 18f în muşchiul neted, 200
celulele care secretă, 88-89, 89f reticulul endoplasmic neted al, 35
vezi şi tipurile specifice anomalii mitocondriale care afectează, 31b, 32f cardiac, 182, 182f, 197-198, 197f, 198f, 199f, 200f, 201f neted, 182, 182f, 198-202, 203f, 204f regenerarea, 202 scheletic, 182, 182-197, 182f, 183f vascular, 205, 206"
"215","neted","ale complexului Golgi, 36 ale reticulului endoplasmic neted, 33f, 34 ale reticulului endoplasmic rugos, 32f, 33, 33f, 34f perinucleare, 51, 52f terminale, în musculatura scheletică, 191
carcinom al, 407b disfuncţie a, 407b fetală (timpurie), 405 hormonii secretaţi de. 400, 404-405, 404f controlul, 405, 405f efectele renale ale, 388, 389b reticulul endoplasmic neted în, 35
aportul sanguin, 325f, 327f, 328 boli ale, 326b, 329-330b, 335-336b, 335t ciroză, 326b, 336b, 336f funcţiile, 317, 323, 329-330b, 332-335, 334f, 335f regenerarea, 335-336b reticulul endoplasmic neted în, 35 stocarea glicogenului în, 49f, 339, 331f, 333, 334f stroma, 324 tumorile, 337b
în muşchiul neted, 198-199
în muşchiul neted, 198-199
membranare, 22f, 23, 24f reticulul endoplasmic neted şi sinteza/transportul de, 35, 35f
Glucozo-6-fosfatazâ. in reticulul endoplasmic neted. 35
efectele asupra ţesutului osos, 148b identificarea imunocitochimică a, 16t reglarea activităţii osteoclastelor de către, 136 reticulul endoplasmic neted şi metabolismul, 35 sistemul hipotalamo-hipofizar, 393, 394f, 398f tumorile hipofizare care secretă, 399
în muşchiul neted vascular, 206
Muşchi neted, 182, 182f, 198-202, 202f.
Muşchi neted multiunitar, 200
REN vezi Reticul endoplasmic neted
din hepatocite, 33-35, 33f neted, 33f, 34-35, 35f din celulele secretoare de steroizi, 88, 89f rugos, 32f, 33-34, 33f, 34f, 35f sinteza proteinelor membranare în, 25. 26f, 33-34, 34f, 35f sarcoplasmic. vezi Reticul sarcoplasmic
Reticul endoplasmic neted (REN), 33f, 3435, 35f
identificarea imunocitochimicâ a, 16t, 18f în muşchiul neted, 200
celulele care secretă, 88-89, 89f reticulul endoplasmic neted al, 35
vezi şi tipurile specifice anomalii mitocondriale care afectează, 31b, 32f cardiac, 182, 182f, 197-198, 197f, 198f, 199f, 200f, 201f neted, 182, 182f, 198-202, 203f, 204f regenerarea, 202 scheletic, 182, 182-197, 182f, 183f vascular, 205, 206"
"216","primar","Centru primar de osificare, 141, 142f, 143, 143f
Folicul preantral (pluristratificat, primar), 436,  437f, 439f
Folicul primar pluristratificat (preantral), 436, 437f, 439f unistratificat, 436, 437f, 438f
primar (imatur, reticular), 137-138, 141, 141f resorbţia, 136, 137f boli asociate cu, 136b influenţa parathormonului asupra, 416 rolul metabolic al, 145-148 secundar (matur, lamelar). 137-140, 138f. 139f, 140f, 141f structura internă a, 145 tipuri de, 137-140 tumori ale, 148b vindecarea fracturilor şi, 145b, 147f
Ţesut osos reticular (primar/imatur), 137138, 141, 141f. vezi şi Ţesut osos"
"217","nucleol","în nucleol, 56 sinteza de, în faza G1, 58, 62f
Nucleol, 52f, 56. 57f"
"218","nucleozom","Nucleozom, 54, 55f"
"219","mesager","de transfer, în mitocondrii, 30 hibridizarea în studiul, 16-18 localizare, în celule şi ţesuturi, 10 mesager (ARNm)
ARNm vezi ARN mesager"
"220","ocluzivă","Joncţiune de ocluzie, strânsă (ocluzivă), 68f. 69, 69f, 70f"
"221","organe","Organe genitale externe, feminine, 452
Organe hematopoietice, 238
Organe limfoide, 254-280, 255f vezi şi organele specifice amigdalele, 255f, 263-266, 267f distribuţia limfocitelor în. 258t ganglioni limfatici, 219. 255f, 269-274, 270f primare/centrale, 257 secundare/periferice, 257 splina, 255f, 274-279. 275f, 276f, 277f, 278f, 279f timusul, 255f, 257, 257f, 266-268, 267f
Organe tendinoase Golgi, 195, 196f
Organe/ţesuturi ţintă, 392 efectele hormonilor hipofizari la nivelul, 398f
organe genitale externe, 452 ovare, 435-440, 435f trompe uterine, 435f, 443-444, 445f, 446f uter. 435f, 444-452 vagin, 435f, 451-452, 451f"
"222","osteoid","Osteoid, 135, 135f"
"223","osteon","Osteon (sistem haversian), 138, 138f, 139f, 140. 140f, 141f
Sistem Haversian (osteon), 138, 138f, 139f, 140, 140f, 141f"
"224","pancreatic","Polipeptid pancreatic, 408t"
"225","paraganglioni","Paraganglioni. 407"
"226","particulă","Particulă de recunoaştere a semnalului, 34, 34f
SRP (particulă de recunoaştere a semnalului), 34, 34f"
"227","mică","Labie mică, 452"
"228","periodontal","afectarea ligamentului periodontal in."
"229","periferic","autonom, 174-179, 178f central, 153, 153f, 163-167 parasimpatic, 178f. 179 periferic, 153, 153f, 170-174 plasticitatea, 180 simpatic, 178-179, 178f tumori ale, 180b"
"230","periferic","autonom, 174-179, 178f central, 153, 153f, 163-167 parasimpatic, 178f. 179 periferic, 153, 153f, 170-174 plasticitatea, 180 simpatic, 178-179, 178f tumori ale, 180b"
"231","peritubulară","Reţea capilară peritubulară, 375f, 376f, 386"
"232","anexe","Glande genitale anexe, la sexul masculin.
structunle specifice corpul vitros. 456. 4571, 458f. 462 cristalin. 456, 457f. 458f, 462. 462b, 462f retina. 458f. 462-467, 463f, 464f, 465f, 466f, 467f, 468f structuri anexe ale. 467-468. 469f, 470f tunica externă (fibroasă) a, 456-457, 457f. 458f. 459f tunica mi|locie (vasculară, uveea) a, 457-461, 457f, 458f, 459f. 460f, 461f
glande genitale anexe, 418f, 429-433, 432f penis, 418f, 433, 433b. 433f testicule, 418-428, 418f"
"233","fagocitoză","Anioni superoxid, în fagocitoză, 229b
catalaza şi inactivarea, 40 în fagocitoză, 229b
de fagocitoză, 38"
"234","faringe","Faringe, 283"
"235","fază","Fază acrozomală, a spermiogenezei. 423f, 424-425, 424f
Fază de comprimare a undei sonore, 474
Fază de maturare (a spermiogenezei), 423f. 425, 425f
Fază de rarefiere a undei sonore, 474
Fază folicularâ (proliferativâ/estrogenicâ) a ciclului menstrual. 447. 447f, 448f. 449f.
Fază G0. a ciclului celular. 60. 62f
Fază G1, a ciclului celular. 58. 62f leziunile ADN şi. 60
Fază G2. a ciclului celular, 58, 62 leziunile ADN şi, 60
Fază Golgi, a spermiogenezei, 422-424, 423f
Fază menstruală a ciclului menstrual, 447, 449t
Fază proliferativâ (folicularâ/estrogenicâ) a ciclului menstrual. 447. 447f. 448f. 449f, 449t
Fază S. a ciclului celular, 58, 62f
Fază secretorie (Iuţeală) a ciclului menstrual. 447, 448. 448f, 449f. 449t
confocalâ, 5, 5f cu contrast de fază, 3-4, 4f cu fluorescentă, 5, 6f cu interferenţă (Nomarski), 3-4, 4f cu lumina polarizată, 4-5. 4f electronică, 6-7 de baleiaj, 7, 7f de transmisie, 6-7, 6f. 7f optică, 3, 3f, 4f pregătirea ţesuturilor pentru, 1-3, 2f, 6-7
de fază fluidă, 26"
"236","pigmentar","Epiteliu pigmentar retinian, 457f, 458f, 463."
"237","pigment","Lipofuscinâ (pigment de uzură), 38, 47
Pigment de uzură. vezi Lipofuscină"
"238","pineal","Epifiză cerebrală (glandă/corp pineal), 417
Glandă/corp pineal (epifizâ). 417"
"239","pinocitoză","Pinocitoză, 82 de fază fluidă, 26
acrozomale, 423f, 424 de apoptoză, 64, 65b de pinocitoză, 26, 27f, 82
Vezicule de pinocitoză, 26, 27f, 82 ale celulelor endoteliale capilare, 213, 215f, 217f din celulele alveolare de tip I (pavimentoase), 353 din celulele tubilor contorţi proximali, 375-376 din fibrele musculare netede, 198, 203f"
"240","placentă","Placentă, 450 placenta previa, 451b"
"241","plasmă","în plasmă, 223
Plasmă, 223, 223f compoziţia, 223-224"
"242","plasmalemă","Membrană plasmatică (plasmalemă), 22-23, 22f, 23-27 a axonului (axolemă), 157 a celulelor musculare (sarcolemă), 182, 183f a eritrocitelor, 225 structura, 22f, 23-25, 23f, 24f, 25f, 26f
fenestrate, 112. vezi şi Lamina elastică plasmatice. vezi Plasmalemă structura, 22f, 23-25, 23f, 24f, 25f, 26f unitate, 23, 23f
Plasmalemă. vezi Membrană plasmatică"
"243","polar","Corp polar, primul, 439
Primul corp polar, 439"
"244","polarizare","Filtru de polarizare, 4"
"245","polaritate","Polaritate, a ţesuturilor epiteliale, 80-81, 84f"
"246","pori","Pori alveolari, 352f, 357 gustativi, 283, 284f nucleari, 51-54, 53f, 54f"
"247","posterior","Pars nervosa (lobul posterior hipofizar), 392, 393f, 394f, 395f. 397, 398f. 400f"
"248","postsinaptică","Celulă postsinaptică, 158f, 159
Terminaţie postsinaptică, 158f, 159"
"249","precursoare","Blaşti (celule precursoare), 238-240, 239f, 239t. 243f limfocite T, 257, 257f
Celule precursoare (blaşti), 238-240, 239f, 239t, 243f limfocite T. 257, 257f"
"250","precursoare","Blaşti (celule precursoare), 238-240, 239f, 239t. 243f limfocite T, 257, 257f
Celule precursoare (blaşti), 238-240, 239f, 239t, 243f limfocite T. 257, 257f"
"251","predentină","Predentină, 284, 286f"
"252","presinaptică","Terminaţie presinaptică, 158f, 159"
"253","procolagen","Procolagen, 105, 106f
Procolagen peptidaze, 105, 106f"
"254","progenitoare","Celule progenitoare, 238-240, 239f. 239t
Celule progenitoare bipotente, 238, 239f
Celule progenitoare unipotente, 238, 239f"
"255","proliferativă","Zonă proliferativă, a cartilajului epifizar, 144, 144f"
"256","proliferativă","Zonă proliferativă, a cartilajului epifizar, 144, 144f"
