term_id,oTerms,nTerms,base,oWords,matchWords,c..celulă....nucleu....citoplasmă....citosol....citosol....citosol...,c..............................................multinucleată...,c......................................................primordială...,c.............................................................,c..............................................................1,V12,V13,V14,V15,V16,V17,V18
12213,fibra collageni,fibră de colagen,fibră,fibra,fibră,fibră,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12213,fibra collageni,fibră de colagen,colagenul,collageni,colagenă,colagen,colagenă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12233,systema urinarium,sistem urinar,sistem,systema,sistem,sistem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12233,systema urinarium,sistem urinar,neer ren,urinarium,urinar,urinar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12296,diaphragma rimae,diafragm al fantei de filtrare,diafragmă,diaphragma,diafragm,diafragmă,diafragm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12296,diaphragma rimae,diafragm al fantei de filtrare,crăpătură,rimae,filtrare,diafragmă,filtrare,diafragm,NA,NA,NA,NA,NA,NA,NA,NA,NA
12356,a. interlobaris,arteră interlobară,o.,a.,arteră,arteră,interlobară,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12356,a. interlobaris,arteră interlobară,interlobaris,interlobaris,interlobară,interlobară,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12414,systemata genitalia,sisteme genitale,sisteme,systemata,sisteme,sisteme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12414,systemata genitalia,sisteme genitale,organele genitale,genitalia,genitale,genitale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12418,ovarium,ovar,ovar,ovarium,ovar,ovar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12421,tunica albuginea ovarii,albuginee,mantie,tunica,tunică,albuginee,mantie,albuginea,ovar,tunica,albuginea,tunică,albuginee,ovariană,albuginee,,albuginee
12421,tunica albuginea ovarii,albuginee,albuginea,albuginea,albuginee,albuginee,mantie,albuginea,ovar,tunica,albuginea,tunică,albuginee,ovariană,albuginee,,albuginee
12421,tunica albuginea ovarii,albuginee,ovar,ovarii,ovariană,ovariană,corticală,cortex,ovarian,medulară,ovarului,NA,NA,NA,NA,NA,NA
12422,cortex ovarii,corticală ovariană,cortexul,cortex,cortex,cortex,cerebelos,cerebral,cerebrală,corticală,corticosuprarenală,NA,NA,NA,NA,NA,NA
12422,cortex ovarii,corticală ovariană,ovar,ovarii,ovarian,ovariană,corticală,cortex,ovarian,medulară,ovarului,NA,NA,NA,NA,NA,NA
12423,stroma ovarii,stromă ovariană,stroma,stroma,stromă,stromă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12423,stroma ovarii,stromă ovariană,ovar,ovarii,ovariană,ovariană,corticală,cortex,ovarian,medulară,ovarului,NA,NA,NA,NA,NA,NA
12425,medulla ovarii,medulară ovariană,măduvă,medulla,medulară,măduva,medulară,medulosuprarenală,măduvă,NA,NA,NA,NA,NA,NA,NA,NA
12425,medulla ovarii,medulară ovariană,ovar,ovarii,ovariană,ovariană,corticală,cortex,ovarian,medulară,ovarului,NA,NA,NA,NA,NA,NA
12428,folliculus ovaricus primordialis,folicul ovarian primordial,înfășura,folliculus,folicul,folicul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12428,folliculus ovaricus primordialis,folicul ovarian primordial,ovaricus,ovaricus,ovarian,folicul,ovarian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12428,folliculus ovaricus primordialis,folicul ovarian primordial,primar,primordialis,primordial,primordială,ovarian,primordial,NA,NA,NA,NA,NA,NA,NA,NA,NA
12435,folliculus ovaricus primarius,folicul ovarian primar,înfășura,folliculus,folicul,folicul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12435,folliculus ovaricus primarius,folicul ovarian primar,ovaricus,ovaricus,ovarian,folicul,ovarian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12435,folliculus ovaricus primarius,folicul ovarian primar,primar,primarius,primar,ovarian,primar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12436,zona pellucida,zona pellucida,zonă,zona,zona,zona,zonă,marginală,NA,NA,NA,NA,NA,NA,NA,NA,NA
12436,zona pellucida,zona pellucida,transparent,pellucida,pellucida,pellucida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12436,capsula pellucida,zona pellucida,capsula,capsula,capsulă,capsulă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12436,capsula pellucida,zona pellucida,transparent,pellucida,pellucida,pellucida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12440,folliculus ovaricus secundarius,folicul ovarian antral,înfășura,folliculus,folicul,folicul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12440,folliculus ovaricus secundarius,folicul ovarian antral,ovaricus,ovaricus,ovarian,folicul,ovarian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12440,folliculus ovaricus secundarius,folicul ovarian antral,secundar,secundarius,secundar,secundar,antral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12444,theca folliculi,teacă foliculară,caz,theca,teacă,teacă,foliculară,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12444,theca folliculi,teacă foliculară,coji,folliculi,foliculară,foliculară,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12448,epitheliocytus granularis,celulă foliculară,epitheliocytus,epitheliocytus,epiteliocit,epitelială,celulă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12448,epitheliocytus granularis,celulă foliculară,granular,granularis,granulos,granuloasă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12448,folliculocytus granularis,celulă foliculară,folliculocytus,folliculocytus,foliculocit,foliculară,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12448,folliculocytus granularis,celulă foliculară,granular,granularis,granulos,granuloasă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12450,antrum folliculare,cavitate foliculară,pestera,antrum,antru,antru,cavitate,antrală,NA,NA,NA,NA,NA,NA,NA,NA,NA
12450,antrum folliculare,cavitate foliculară,folicular,folliculare,folicular,folicular,foliculară,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12451,liquor follicularis,lichid folicular,lichidul,liquor,lichid,lichid,folicular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12451,liquor follicularis,lichid folicular,celulă,follicularis,folicular,melanocit,folicular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12458,folliculus ovaricus maturus,folicul de Graaf,înfășura,folliculus,folicul,folicul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12458,folliculus ovaricus maturus,folicul de Graaf,ovaricus,ovaricus,ovarian,folicul,ovarian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12458,folliculus ovaricus maturus,folicul de Graaf,matur,maturus,matur,matur,preovulator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12459,cumulus oophorus,cumulus oophorus,acumulare,cumulus,cumulus,cumulus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12459,cumulus oophorus,cumulus oophorus,oophorus,oophorus,oophorus,oophorus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12460,corona radiata,corona radiata,coroană,corona,coroană,corona,coroană,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12460,corona radiata,corona radiata,radia,radiata,radiată,radiata,radiată,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12461,oocytus secundarius,ovocit secundar,oocytus,oocytus,ovocit,ovocit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12461,oocytus secundarius,ovocit secundar,secundar,secundarius,secundar,secundar,antral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12462,stigma folliculare,stigmă foliculară,stigmat,stigma,stigmă,stigmat,stigmă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12462,stigma folliculare,stigmă foliculară,folicular,folliculare,foliculară,folicular,foliculară,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12465,corpus luteum,corp galben,corp,corpus,corp,cerebrală,corp,pericarion,globul,corpuscul,neuroepitelial,NA,NA,NA,NA,NA,NA
12465,corpus luteum,corp galben,galben,luteum,galben,galben,luteal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12469,granulosoluteocytus,celulă granuloasă luteală,granulosoluteocytus,granulosoluteocytus,granulosoluteocit,granuloasă,luteală,celulă,NA,NA,NA,NA,NA,NA,NA,NA,NA
12470,thecaluteocytus,celulă luteală tecală,thecaluteocytus,thecaluteocytus,tecaluteocit,tecală,luteală,celulă,NA,NA,NA,NA,NA,NA,NA,NA,NA
12472,corpus albicans,corp albicans,corp,corpus,corp,cerebrală,corp,pericarion,globul,corpuscul,neuroepitelial,NA,NA,NA,NA,NA,NA
12472,corpus albicans,corp albicans,albicans,albicans,albicans,albicans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12485,corpus polare primum,prim globul polar,corp,corpus,corp,cerebrală,corp,pericarion,globul,corpuscul,neuroepitelial,NA,NA,NA,NA,NA,NA
12485,corpus polare primum,prim globul polar,polar,polare,polar,polar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12485,corpus polare primum,prim globul polar,în primul rând,primum,prim,prim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12485,polocytus primus,prim globul polar,polocytus,polocytus,polocit,globul,polar,prim,corp,NA,NA,NA,NA,NA,NA,NA,NA
12485,polocytus primus,prim globul polar,în primul rând,primus,prim,prim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12613,tunica albuginea,albuginee,mantie,tunica,tunică,albuginee,mantie,albuginea,tunica,albuginea,tunică,albuginee,albuginee,,albuginee,NA,NA
12613,tunica albuginea,albuginee,albuginea,albuginea,albuginee,albuginee,mantie,albuginea,tunica,albuginea,tunică,albuginee,albuginee,,albuginee,NA,NA
12628,zonula occludens,joncțiune strânsă,brâu mic,zonula,zonula,zonula,joncțiune,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12628,zonula occludens,joncțiune strânsă,închide,occludens,ocludens,ocluzie,ocluzivă,ocludens,ocludentă,strânsă,NA,NA,NA,NA,NA,NA,NA
12721,textus muscularis levis,țesut muscular neted,text,textus,țesut,țesut,neted,epitelial,NA,NA,NA,NA,NA,NA,NA,NA,NA
12721,textus muscularis levis,țesut muscular neted,muscular,muscularis,muscular,musculara,mucoasei,muscular,NA,NA,NA,NA,NA,NA,NA,NA,NA
12721,textus muscularis levis,țesut muscular neted,lumina,levis,neted,țesut,neted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12764,granulum lipofuscini,granulă de lipofuscină,granulă,granulum,granulă,incluziune,granulă,incluzie,NA,NA,NA,NA,NA,NA,NA,NA,NA
12764,granulum lipofuscini,granulă de lipofuscină,lipofuscini,lipofuscini,lipofuscină,lipofuscină,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12808,stroma,stromă,stroma,stroma,stromă,stromă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12818,penis,penis,penis,penis,penis,penis,spongios,cavernos,uretrei,penisului,NA,NA,NA,NA,NA,NA,NA
12827,corpus cavernosum penis,corp cavernos al penisului,corp,corpus,corp,cerebrală,corp,pericarion,globul,corpuscul,neuroepitelial,NA,NA,NA,NA,NA,NA
12827,corpus cavernosum penis,corp cavernos al penisului,cavernos,cavernosum,cavernos,cavernos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12827,corpus cavernosum penis,corp cavernos al penisului,penis,penis,penis,penis,spongios,cavernos,uretrei,penisului,NA,NA,NA,NA,NA,NA,NA
12828,tunica albuginea corporis cavernosi,albuginee a corpului cavernos,mantie,tunica,tunică,albuginee,a,corpului,cavernos,mantie,albuginea,corp,cavernos,tunica,albuginea,de,corp
12828,tunica albuginea corporis cavernosi,albuginee a corpului cavernos,albuginea,albuginea,albuginee,albuginee,a,corpului,cavernos,mantie,albuginea,corp,cavernos,tunica,albuginea,de,corp
12828,tunica albuginea corporis cavernosi,albuginee a corpului cavernos,corp,corporis,corp,corpului,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12828,tunica albuginea corporis cavernosi,albuginee a corpului cavernos,cavernos,cavernosi,cavernos,cavernos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12831,fibroblastus,fibroblast,fibroblaste,fibroblastus,fibroblast,fibroblast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12835,corpus spongiosum penis,corp cavernos al uretrei,corp,corpus,corp,cerebrală,corp,pericarion,globul,corpuscul,neuroepitelial,NA,NA,NA,NA,NA,NA
12835,corpus spongiosum penis,corp cavernos al uretrei,spongios,spongiosum,cavernos,corp,cavernos,al,uretrei,corp,spongios,penis,corp,spongios,de,penis,corp
12835,corpus spongiosum penis,corp cavernos al uretrei,penis,penis,penis,corp,cavernos,al,uretrei,corp,spongios,penis,corp,spongios,de,penis,corp
12836,tunica albuginea corporis spongiosi,albuginee a corpului spongios,mantie,tunica,tunică,albuginee,a,corpului,spongios,mantie,albuginea,corp,burete,tunica,albuginea,de,corp
12836,tunica albuginea corporis spongiosi,albuginee a corpului spongios,albuginea,albuginea,albuginee,albuginee,a,corpului,spongios,mantie,albuginea,corp,burete,tunica,albuginea,de,corp
12836,tunica albuginea corporis spongiosi,albuginee a corpului spongios,corp,corporis,corp,corpului,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12836,tunica albuginea corporis spongiosi,albuginee a corpului spongios,burete,spongiosi,spongios,albuginee,spongios,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12914,infundibulum,infundibul,pâlnie,infundibulum,infundibul,infundibul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12916,eminentia mediana,eminență mediană,grad ridicat de,eminentia,eminență,eminență,mediană,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12916,eminentia mediana,eminență mediană,mediana,mediana,mediană,eminență,mediană,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12922,ependymocytus,celulă ependimară,ependymocytus,ependymocytus,ependimocit,ependimară,ependimală,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12924,neurofibra non myelinata,fibră nervoasă amielinică,neurofibra,neurofibra,neurofibră,nervoasă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12924,neurofibra non myelinata,fibră nervoasă amielinică,nu,non,non,fibră,nervoasă,amielinică,neurofibra,nu,myelinata,nonmyelinated,nerv,fibră,fibră,nervoasă,nemielinizată
12924,neurofibra non myelinata,fibră nervoasă amielinică,myelinata,myelinata,mielinică,fibră,nervoasă,amielinică,neurofibra,nu,myelinata,nonmyelinated,nerv,fibră,fibră,nervoasă,nemielinizată
12944,glandula pinealis,glandă pineală,glandă,glandula,glandă,glandă,tubulară,sublinguală,submandibulară,submaxilară,NA,NA,NA,NA,NA,NA,NA
12944,glandula pinealis,glandă pineală,pineala,pinealis,pineală,pineală,pineal,pinealocit,NA,NA,NA,NA,NA,NA,NA,NA,NA
12944,corpus pineale,glandă pineală,corp,corpus,corp,cerebrală,corp,pericarion,globul,corpuscul,neuroepitelial,NA,NA,NA,NA,NA,NA
12944,corpus pineale,glandă pineală,pineala,pineale,pineal,pineală,pineal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12945,pinealocytus,pinealocit,pinealocytus,pinealocytus,pinealocit,pinealocit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12945,endocrinocytus pinealis,pinealocit,endocrinocytus,endocrinocytus,endocrinocit,pinealocit,pinealocytus,endocrinocytus,pineala,pinealocyte,pinealocit,pinealocit,pinealocit,pinealocit,pinealocit,,NA
12945,endocrinocytus pinealis,pinealocit,pineala,pinealis,pineal,pinealocit,pinealocytus,endocrinocytus,pineala,pinealocyte,pinealocit,pinealocit,pinealocit,pinealocit,pinealocit,,NA
12946,astrocytus,astrocit,astrocytus,astrocytus,astrocit,astrocit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12948,neurofibra non myelinata,fibră nervoasă amielinică,neurofibra,neurofibra,neurofibră,nervoasă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12948,neurofibra non myelinata,fibră nervoasă amielinică,nu,non,non,fibră,nervoasă,amielinică,neurofibra,nu,myelinata,nonmyelinated,nerv,fibră,fibră,nervoasă,nemielinizată
12948,neurofibra non myelinata,fibră nervoasă amielinică,myelinata,myelinata,mielinică,fibră,nervoasă,amielinică,neurofibra,nu,myelinata,nonmyelinated,nerv,fibră,fibră,nervoasă,nemielinizată
12965,glandula parathyroidea,glandă paratiroidă,glandă,glandula,glandă,glandă,tubulară,sublinguală,submandibulară,submaxilară,NA,NA,NA,NA,NA,NA,NA
12965,glandula parathyroidea,glandă paratiroidă,parathyroidea,parathyroidea,paratiroidă,paratiroidă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12967,parathyrocytus endocrinus lucidus,celulă principală,parathyrocytus,parathyrocytus,paratirocit,celulă,principală,parathyrocytus,endocrin,clar,pal,principal,celulă,celulă,paratiroidiană,principală,celulă
12967,parathyrocytus endocrinus lucidus,celulă principală,endocrin,endocrinus,endocrin,celulă,principală,parathyrocytus,endocrin,clar,pal,principal,celulă,celulă,paratiroidiană,principală,celulă
12967,parathyrocytus endocrinus lucidus,celulă principală,clar,lucidus,clar,celulă,principală,parathyrocytus,endocrin,clar,pal,principal,celulă,celulă,paratiroidiană,principală,celulă
12969,parathyrocytus oxyphilicus,celulă oxifilă,parathyrocytus,parathyrocytus,paratirocit,celulă,oxifilă,parathyrocytus,oxyphilicus,paratiroidian,oxyphil,celulă,celulă,paratiroidiană,oxifilă,celulă,oxifilă
12969,parathyrocytus oxyphilicus,celulă oxifilă,oxyphilicus,oxyphilicus,oxifil,celulă,oxifilă,parathyrocytus,oxyphilicus,paratiroidian,oxyphil,celulă,celulă,paratiroidiană,oxifilă,celulă,oxifilă
12974,cortex,corticosuprarenală,cortexul,cortex,cortex,cortex,cerebelos,cerebral,cerebrală,corticală,corticosuprarenală,NA,NA,NA,NA,NA,NA
12981,corticosterocytus spongiosus,spongiocit,corticosterocytus,corticosterocytus,corticosterocit,spongiocit,corticosterocytus,spongios,spongios,cortical,adrenalocyte,spongiocit,spongiocit,spongiocit,,NA,NA
12981,corticosterocytus spongiosus,spongiocit,spongios,spongiosus,spongios,spongiocit,corticosterocytus,spongios,spongios,cortical,adrenalocyte,spongiocit,spongiocit,spongiocit,,NA,NA
12983,medulla,medulosuprarenală,măduvă,medulla,medulară,măduva,medulară,medulosuprarenală,măduvă,NA,NA,NA,NA,NA,NA,NA,NA
12990,insula pancreatica,insulă pancreatică,insulă,insula,insulă,insulă,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12990,insula pancreatica,insulă pancreatică,pancreatic,pancreatica,pancreatică,pancreatică,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12999,glomus caroticum,corp carotidian,masa,glomus,corp,corp,carotidian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12999,glomus caroticum,corp carotidian,carotida,caroticum,carotidian,carotidian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13050,nodus sinuatrialis,nodul sinoatrial,nodul,nodus,nod,nod,Ranvier,zonă,de,discontinuitate,mielină,strangulație,nodul,sinoatrial,sino-atrial,limfonodul,NA
13050,nodus sinuatrialis,nodul sinoatrial,sinuatrialis,sinuatrialis,sinoatrial,sinoatrial,sino-atrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13052,nodus atrioventricularis,nodul atrioventricular,nodul,nodus,nod,nod,Ranvier,zonă,de,discontinuitate,mielină,strangulație,nodul,sinoatrial,sino-atrial,limfonodul,NA
13052,nodus atrioventricularis,nodul atrioventricular,atriovcntricular,atrioventricularis,atrioventricular,atrioventricular,atrio-ventricular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13071,vasa sanguinea et lymphatica,vase sangvine și limfatice,vase,vasa,vase,vase,sangvine,sanguine,sanghine,NA,NA,NA,NA,NA,NA,NA,NA
13071,vasa sanguinea et lymphatica,vase sangvine și limfatice,sânge,sanguinea,sangvine,sangvine,sanguine,sanghine,NA,NA,NA,NA,NA,NA,NA,NA,NA
13071,vasa sanguinea et lymphatica,vase sangvine și limfatice,și,et,și,vase,sangvine,și,limfatice,sanguine,sanghine,NA,NA,NA,NA,NA,NA
13071,vasa sanguinea et lymphatica,vase sangvine și limfatice,limfatica,lymphatica,limfatice,limfatice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13081,arteria,arteră,arteră,arteria,arteră,arteră,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13082,tunica intima,intimă,mantie,tunica,tunică,intimă,mantie,cel mai intim,mantie,intern,intima,intimă,tunică,intimă,intimă,intimă,
13082,tunica intima,intimă,cel mai intim,intima,intimă,intimă,mantie,cel mai intim,mantie,intern,intima,intimă,tunică,intimă,intimă,intimă,
13082,tunica interna,intimă,mantie,tunica,tunică,intimă,mantie,cel mai intim,mantie,intern,intima,intimă,tunică,intimă,intimă,intimă,
13082,tunica interna,intimă,intern,intima,intimă,intimă,mantie,cel mai intim,mantie,intern,intima,intimă,tunică,intimă,intimă,intimă,
13083,endothelium vasculare,endoteliu vascular,endoteliul,endothelium,endoteliu,endoteliu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13083,endothelium vasculare,endoteliu vascular,vasculare,vasculare,vascular,vascular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13104,vas capillare,capilar,vas,vas,vas,capilar,vas,scapulo,capilar,vas,capilar,capilar,vas,capilar,capilar,,NA
13104,vas capillare,capilar,scapulo,capillare,capilar,capilar,vas,scapulo,capilar,vas,capilar,capilar,vas,capilar,capilar,,NA
13109,pericytus,pericit,pericytus,pericytus,pericit,pericit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13155,vas lymphocapillare,capilar limfatic,vas,vas,vas,capilar,limfatic,vas,lymphocapillare,limfatic,capilar,capilar,limfatic,capilar,limfatic,capilar limfatic,
13155,vas lymphocapillare,capilar limfatic,lymphocapillare,lymphocapillare,limfocapilar,capilar,limfatic,vas,lymphocapillare,limfatic,capilar,capilar,limfatic,capilar,limfatic,capilar limfatic,
13178,textus lymphoideus,țesut limfoid,text,textus,țesut,țesut,neted,epitelial,NA,NA,NA,NA,NA,NA,NA,NA,NA
13178,textus lymphoideus,țesut limfoid,lymphoideus,lymphoideus,limfoid,limfoid,limfatic,limfonodul,NA,NA,NA,NA,NA,NA,NA,NA,NA
13180,cellula dendritica nodularis,celulă dendritică foliculară,celulă,cellula,celulă,celulă,epitelială,foliculară,scuamoasă,celule,multinucleată,stelată,centroacinară,limfocit,receptoare,NA,NA
13180,cellula dendritica nodularis,celulă dendritică foliculară,dendritic,dendritica,dendritică,dendritic,dendritică,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13180,cellula dendritica nodularis,celulă dendritică foliculară,nodular,nodularis,foliculară,dendritică,foliculară,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13183,thymus,timus,timus,thymus,timus,timus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13209,cellula t adjuvans,limfocit T helper,celulă,cellula,celulă,celulă,epitelială,foliculară,scuamoasă,celule,multinucleată,stelată,centroacinară,limfocit,receptoare,NA,NA
13209,cellula t adjuvans,limfocit T helper,t,t,t,limfocit,T,helper,NA,NA,NA,NA,NA,NA,NA,NA,NA
13209,cellula t adjuvans,limfocit T helper,ajuta,adjuvans,helper,helper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13243,textus lymphoideus adjunctus broncho,țesut limfoid asociat bronşiilor,text,textus,țesut,țesut,neted,epitelial,NA,NA,NA,NA,NA,NA,NA,NA,NA
13243,textus lymphoideus adjunctus broncho,țesut limfoid asociat bronşiilor,lymphoideus,lymphoideus,limfoid,limfoid,limfatic,limfonodul,NA,NA,NA,NA,NA,NA,NA,NA,NA
13243,textus lymphoideus adjunctus broncho,țesut limfoid asociat bronşiilor,legat,adjunctus,asociat,asociat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13243,textus lymphoideus adjunctus broncho,țesut limfoid asociat bronşiilor,bronhiile,broncho,bronşiilor,bronşic,bronşiilor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13245,textus lymphoideus adjunctus mucosae,țesut limfoid asociat mucoaselor,text,textus,țesut,țesut,neted,epitelial,NA,NA,NA,NA,NA,NA,NA,NA,NA
13245,textus lymphoideus adjunctus mucosae,țesut limfoid asociat mucoaselor,lymphoideus,lymphoideus,limfoid,limfoid,limfatic,limfonodul,NA,NA,NA,NA,NA,NA,NA,NA,NA
13245,textus lymphoideus adjunctus mucosae,țesut limfoid asociat mucoaselor,legat,adjunctus,asociat,asociat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13245,textus lymphoideus adjunctus mucosae,țesut limfoid asociat mucoaselor,mucos,mucosae,mucoasei,musculara,mucoasei,mucoaselor,NA,NA,NA,NA,NA,NA,NA,NA,NA
13251,nodus lymphoideus,ganglion limfatic,nodul,nodus,nod,nod,Ranvier,zonă,de,discontinuitate,mielină,strangulație,nodul,sinoatrial,sino-atrial,limfonodul,NA
13251,nodus lymphoideus,ganglion limfatic,lymphoideus,lymphoideus,limfoid,limfoid,limfatic,limfonodul,NA,NA,NA,NA,NA,NA,NA,NA,NA
13251,nodus lymphaticus: lymphonodus,ganglion limfatic,nodul,nodus,nod,nod,Ranvier,zonă,de,discontinuitate,mielină,strangulație,nodul,sinoatrial,sino-atrial,limfonodul,NA
13251,nodus lymphaticus: lymphonodus,ganglion limfatic,frenetică:,lymphaticus:,limfatic,limfatic,limfonodul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13251,nodus lymphaticus: lymphonodus,ganglion limfatic,ganglionii limfatici,lymphonodus,limfonod,limfonodul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13257,cortex,corticală,cortexul,cortex,cortex,cortex,cerebelos,cerebral,cerebrală,corticală,corticosuprarenală,NA,NA,NA,NA,NA,NA
13263,sinus marginalis,sinus subcapsular,golf,sinus,sinus,sinus,intermediar,sinusoid,venos,subcapsular,marginal,NA,NA,NA,NA,NA,NA
13263,sinus marginalis,sinus subcapsular,marginal,marginalis,marginal,marginal,marginală,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13263,sinus subcapsularis,sinus subcapsular,golf,sinus,sinus,sinus,intermediar,sinusoid,venos,subcapsular,marginal,NA,NA,NA,NA,NA,NA
13263,sinus subcapsularis,sinus subcapsular,subcapsularis,subcapsularis,subcapsular,subcapsular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13264,sinus internodularis,sinus intermediar,golf,sinus,sinus,sinus,intermediar,sinusoid,venos,subcapsular,marginal,NA,NA,NA,NA,NA,NA
13264,sinus internodularis,sinus intermediar,internodularis,internodularis,intermediar,intermediar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13271,sinus lymphaticus medullaris,sinus medular,golf,sinus,sinus,sinus,intermediar,sinusoid,venos,subcapsular,marginal,NA,NA,NA,NA,NA,NA
13271,sinus lymphaticus medullaris,sinus medular,wood,lymphaticus,limfatic,sinus,medular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
