"","term_id","oTerms","referenceTerms","gtLaRoWords","referenceOk","oWords","matchWords","c..celulă....nucleu....citoplasmă....citosol....citosol....citosol...","c..............matrice....matrice....matrice............plasmatică...","c..............citoplasmatică....citoplasmatică....citoplasmatică...","c..................................membrană....membrană....membrană...","c..................................celulară....celulară....celulară...","c.............................................................","c..............................................................1","c..............................................................2","c..............................................................3","c..............................................................4","c..............................................................5","c..............................................................6"
"626",12828,"tunica albuginea corporis cavernosi","albuginee a corpului cavernos","mantie","","tunica","tunică","tunică","albuginee","a","corpului","cavernos","","","","","","",""
"627",12828,"tunica albuginea corporis cavernosi","albuginee a corpului cavernos","albuginea","albuginee","albuginea","albuginee","tunică","albuginee","a","corpului","cavernos","","","","","","",""
"628",12828,"tunica albuginea corporis cavernosi","albuginee a corpului cavernos","corp","a corpului","corporis","corpului","tunică","albuginee","a","corpului","cavernos","","","","","","",""
"629",12828,"tunica albuginea corporis cavernosi","albuginee a corpului cavernos","cavernos","cavernos","cavernosi","cavernos","tunică","albuginee","a","corpului","cavernos","","","","","","",""
"630",12831,"fibroblastus","fibroblast","fibroblaste","fibroblast","fibroblastus","fibroblast","fibroblast","","","","","","","","","","",""
"631",12835,"corpus spongiosum penis","corp cavernos al uretrei","corp","corp","corpus","corp","corp","spongios","corp","cavernos","al","uretrei","","","","","",""
"632",12835,"corpus spongiosum penis","corp cavernos al uretrei","spongios","cavernos al uretrei","spongiosum","spongios","corp","spongios","corp","cavernos","al","uretrei","","","","","",""
"633",12835,"corpus spongiosum penis","corp cavernos al uretrei","penis","","penis","spongios","corp","spongios","corp","cavernos","al","uretrei","","","","","",""
"634",12836,"tunica albuginea corporis spongiosi","albuginee a corpului spongios","mantie","","tunica","tunică","tunică","albuginee","a","corpului","spongios","","","","","","",""
"635",12836,"tunica albuginea corporis spongiosi","albuginee a corpului spongios","albuginea","albuginee","albuginea","albuginee","tunică","albuginee","a","corpului","spongios","","","","","","",""
"636",12836,"tunica albuginea corporis spongiosi","albuginee a corpului spongios","corp","a corpului","corporis","corpului","tunică","albuginee","a","corpului","spongios","","","","","","",""
"637",12836,"tunica albuginea corporis spongiosi","albuginee a corpului spongios","burete","spongios","spongiosi","spongios","tunică","albuginee","a","corpului","spongios","","","","","","",""
"638",12914,"infundibulum","infundibul","pâlnie","infundibul","infundibulum","infundibul","infundibul","peduncul","neural","","","","","","","","",""
"639",12916,"eminentia mediana","eminență mediană","grad ridicat de","eminență","eminentia","mediană","eminență","mediană","","","","","","","","","",""
"640",12916,"eminentia mediana","eminență mediană","mediana","mediană","mediana","mediană","eminență","mediană","","","","","","","","","",""
"641",12922,"ependymocytus","celulă ependimară","ependymocytus","celulă ependimară","ependymocytus","ependimară","celulă","ependimară","","","","","","","","","",""
"642",12924,"neurofibra non myelinata","fibră nervoasă amielinică","neurofibra","fibră nervoasă","neurofibra","fibră","fibră","nervoasă","nemielinizată","","","","","","","","",""
"643",12924,"neurofibra non myelinata","fibră nervoasă amielinică","nu","amielinică","non","nemielinizată","fibră","nervoasă","nemielinizată","","","","","","","","",""
"644",12924,"neurofibra non myelinata","fibră nervoasă amielinică","myelinata","","myelinata","nemielinizată","fibră","nervoasă","nemielinizată","","","","","","","","",""
"645",12944,"glandula pinealis","glandă pineală","glandă","glandă","glandula","glandă","glandă","pineală","epifiză","cerebrală","corp","pineal","","","","","",""
"646",12944,"glandula pinealis","glandă pineală","pineala","pineală","pinealis","pineală","glandă","pineală","epifiză","cerebrală","corp","pineal","","","","","",""
"647",12944,"corpus pineale","glandă pineală","corp","","corpus","corp","glandă","pineală","epifiză","cerebrală","corp","pineal","","","","","",""
"648",12944,"corpus pineale","glandă pineală","pineala","","pineale","pineală","glandă","pineală","epifiză","cerebrală","corp","pineal","","","","","",""
"649",12945,"pinealocytus","pinealocit","pinealocytus","pinealocit","pinealocytus","pinealocit","pinealocit","","","","","","","","","","",""
"650",12945,"endocrinocytus pinealis","pinealocit","endocrinocytus","pinealocit","endocrinocytus","pinealocit","pinealocit","","","","","","","","","","",""
"651",12945,"endocrinocytus pinealis","pinealocit","pineala","","pinealis","pinealocit","pinealocit","","","","","","","","","","",""
"652",12946,"astrocytus","astrocit","astrocytus","astrocit","astrocytus","astrocit","astrocit","","","","","","","","","","",""
"653",12948,"neurofibra non myelinata","fibră nervoasă amielinică","neurofibra","fibră nervoasă","neurofibra","fibră","fibră","nervoasă","nemielinizată","","","","","","","","",""
"654",12948,"neurofibra non myelinata","fibră nervoasă amielinică","nu","amielinică","non","nemielinizată","fibră","nervoasă","nemielinizată","","","","","","","","",""
"655",12948,"neurofibra non myelinata","fibră nervoasă amielinică","myelinata","","myelinata","nemielinizată","fibră","nervoasă","nemielinizată","","","","","","","","",""
"656",12965,"glandula parathyroidea","glandă paratiroidă","glandă","glandă","glandula","glandă","glandă","paratiroidă","","","","","","","","","",""
"657",12965,"glandula parathyroidea","glandă paratiroidă","parathyroidea","paratiroidă","parathyroidea","paratiroidă","glandă","paratiroidă","","","","","","","","","",""
"658",12967,"parathyrocytus endocrinus lucidus","celulă principală","parathyrocytus","celulă principală","parathyrocytus","paratiroidiană","celulă","paratiroidiană","principală","celulă","principală","","","","","","",""
"659",12967,"parathyrocytus endocrinus lucidus","celulă principală","endocrin","","endocrinus","celulă","celulă","paratiroidiană","principală","celulă","principală","","","","","","",""
"660",12967,"parathyrocytus endocrinus lucidus","celulă principală","clar","","lucidus","celulă","celulă","paratiroidiană","principală","celulă","principală","","","","","","",""
"661",12969,"parathyrocytus oxyphilicus","celulă oxifilă","parathyrocytus","celulă oxifilă","parathyrocytus","paratiroidiană","celulă","paratiroidiană","oxifilă","celulă","oxifilă","","","","","","",""
"662",12969,"parathyrocytus oxyphilicus","celulă oxifilă","oxyphilicus","","oxyphilicus","celulă","celulă","paratiroidiană","oxifilă","celulă","oxifilă","","","","","","",""
"663",12974,"cortex","corticosuprarenală","cortexul","corticosuprarenală","cortex","corticosuprarenală","corticală","glandă","corticosuprarenală","corticosuprarenală","","","","","","","",""
"664",12981,"corticosterocytus spongiosus","spongiocit","corticosterocytus","spongiocit","corticosterocytus","spongiocit","spongiocit","","","","","","","","","","",""
"665",12981,"corticosterocytus spongiosus","spongiocit","spongios","","spongiosus","spongiocit","spongiocit","","","","","","","","","","",""
"666",12983,"medulla","medulosuprarenală","măduvă","medulosuprarenală","medulla","medulosuprarenală","medulară","glandă","medulosuprarenală","medulosuprarenală","","","","","","","",""
"667",12990,"insula pancreatica","insulă pancreatică","insulă","insulă","insula","insulă","insulă","Langerhans","","","","","","","","","",""
"668",12990,"insula pancreatica","insulă pancreatică","pancreatic","pancreatică","pancreatica","insulă","insulă","Langerhans","","","","","","","","","",""
"669",12999,"glomus caroticum","corp carotidian","masa","corp","glomus","corp","corp","carotidian","","","","","","","","","",""
"670",12999,"glomus caroticum","corp carotidian","carotida","carotidian","caroticum","carotidian","corp","carotidian","","","","","","","","","",""
"671",13050,"nodus sinuatrialis","nodul sinoatrial","nodul","nodul","nodus","nodul","nodul","sinoatrial","","","","","","","","","",""
"672",13050,"nodus sinuatrialis","nodul sinoatrial","sinuatrialis","sinoatrial","sinuatrialis","sinoatrial","nodul","sinoatrial","","","","","","","","","",""
"673",13052,"nodus atrioventricularis","nodul atrioventricular","nodul","nodul","nodus","nodul","nodul","atrioventricular","","","","","","","","","",""
"674",13052,"nodus atrioventricularis","nodul atrioventricular","atriovcntricular","atrioventricular","atrioventricularis","atrioventricular","nodul","atrioventricular","","","","","","","","","",""
"675",13071,"vasa sanguinea et lymphatica","vase sangvine și limfatice","vase","vase","vasa","vase","vase","sangvine","și","limfatice","","","","","","","",""
"676",13071,"vasa sanguinea et lymphatica","vase sangvine și limfatice","sânge","sangvine","sanguinea","sangvine","vase","sangvine","și","limfatice","","","","","","","",""
"677",13071,"vasa sanguinea et lymphatica","vase sangvine și limfatice","și","și","et","și","vase","sangvine","și","limfatice","","","","","","","",""
"678",13071,"vasa sanguinea et lymphatica","vase sangvine și limfatice","limfatica","limfatice","lymphatica","limfatice","vase","sangvine","și","limfatice","","","","","","","",""
"679",13081,"arteria","arteră","arteră","arteră","arteria","arteră","arteră","","","","","","","","","","",""
"680",13082,"tunica intima","intimă","mantie","intimă","tunica","intimă","intimă","tunică","intimă","","","","","","","","",""
"681",13082,"tunica intima","intimă","cel mai intim","","intima","intimă","intimă","tunică","intimă","","","","","","","","",""
"682",13082,"tunica interna","intimă","mantie","intimă","tunica","intimă","intimă","tunică","intimă","","","","","","","","",""
"683",13082,"tunica interna","intimă","intern","","interna","intimă","intimă","tunică","intimă","","","","","","","","",""
"684",13083,"endothelium vasculare","endoteliu vascular","endoteliul","endoteliu","endothelium","endoteliu","endoteliu","vascular","","","","","","","","","",""
"685",13083,"endothelium vasculare","endoteliu vascular","vasculare","vascular","vasculare","vascular","endoteliu","vascular","","","","","","","","","",""
"686",13104,"vas capillare","capilar","vas","capilar","vas","capilar","capilar","","","","","","","","","","",""
"687",13104,"vas capillare","capilar","scapulo","","capillare","capilar","capilar","","","","","","","","","","",""
"688",13109,"pericytus","pericit","pericytus","pericit","pericytus","pericit","pericit","","","","","","","","","","",""
"689",13155,"vas lymphocapillare","capilar limfatic","vas","capilar limfatic","vas","capilar","capilar","limfatic","","","","","","","","","",""
"690",13155,"vas lymphocapillare","capilar limfatic","lymphocapillare","","lymphocapillare","capilar","capilar","limfatic","","","","","","","","","",""
"691",13178,"textus lymphoideus","țesut limfoid","text","țesut","textus","țesut","țesut","limfoid","","","","","","","","","",""
"692",13178,"textus lymphoideus","țesut limfoid","lymphoideus","limfoid","lymphoideus","limfoid","țesut","limfoid","","","","","","","","","",""
"693",13180,"cellula dendritica nodularis","celulă dendritică foliculară","celulă","celulă","cellula","celulă","celulă","dendritică","foliculară","","","","","","","","",""
"694",13180,"cellula dendritica nodularis","celulă dendritică foliculară","dendritic","dendritică","dendritica","dendritică","celulă","dendritică","foliculară","","","","","","","","",""
"695",13180,"cellula dendritica nodularis","celulă dendritică foliculară","nodular","foliculară","nodularis","foliculară","celulă","dendritică","foliculară","","","","","","","","",""
"696",13183,"thymus","timus","timus","timus","thymus","timus","timus","","","","","","","","","","",""
"697",13209,"cellula t adjuvans","limfocit T helper","celulă","limfocit","cellula","limfocit","limfocit","T","helper","","","","","","","","",""
"698",13209,"cellula t adjuvans","limfocit T helper","t","t","t","T","limfocit","T","helper","","","","","","","","",""
"699",13209,"cellula t adjuvans","limfocit T helper","ajuta","helper","adjuvans","helper","limfocit","T","helper","","","","","","","","",""
"700",13243,"textus lymphoideus adjunctus broncho","țesut limfoid asociat bronşiilor","text","țesut","textus","țesut","țesut","limfoid","bronşic","","","","","","","","",""
"701",13243,"textus lymphoideus adjunctus broncho","țesut limfoid asociat bronşiilor","lymphoideus","limfoid","lymphoideus","limfoid","țesut","limfoid","bronşic","","","","","","","","",""
"702",13243,"textus lymphoideus adjunctus broncho","țesut limfoid asociat bronşiilor","legat","asociat","adjunctus","țesut","țesut","limfoid","bronşic","","","","","","","","",""
"703",13243,"textus lymphoideus adjunctus broncho","țesut limfoid asociat bronşiilor","bronhiile","bronşiilor","broncho","bronşic","țesut","limfoid","bronşic","","","","","","","","",""
"704",13245,"textus lymphoideus adjunctus mucosae","țesut limfoid asociat mucoaselor","text","țesut","textus","țesut","țesut","limfoid","asociat","mucoaselor","","","","","","","",""
"705",13245,"textus lymphoideus adjunctus mucosae","țesut limfoid asociat mucoaselor","lymphoideus","limfoid","lymphoideus","limfoid","țesut","limfoid","asociat","mucoaselor","","","","","","","",""
"706",13245,"textus lymphoideus adjunctus mucosae","țesut limfoid asociat mucoaselor","legat","asociat","adjunctus","asociat","țesut","limfoid","asociat","mucoaselor","","","","","","","",""
"707",13245,"textus lymphoideus adjunctus mucosae","țesut limfoid asociat mucoaselor","mucos","mucoaselor","mucosae","mucoaselor","țesut","limfoid","asociat","mucoaselor","","","","","","","",""
"708",13251,"nodus lymphoideus","ganglion limfatic","nodul","ganglion","nodus","ganglion","ganglion","limfatic","","","","","","","","","",""
"709",13251,"nodus lymphoideus","ganglion limfatic","lymphoideus","limfatic","lymphoideus","limfatic","ganglion","limfatic","","","","","","","","","",""
"710",13251,"nodus lymphaticus: lymphonodus","ganglion limfatic","nodul","ganglion","nodus","ganglion","ganglion","limfatic","","","","","","","","","",""
"711",13251,"nodus lymphaticus: lymphonodus","ganglion limfatic","frenetică:","limfatic","lymphaticus:","limfatic","ganglion","limfatic","","","","","","","","","",""
"712",13251,"nodus lymphaticus: lymphonodus","ganglion limfatic","ganglionii limfatici","","lymphonodus","ganglion","ganglion","limfatic","","","","","","","","","",""
"713",13257,"cortex","corticală","cortexul","corticală","cortex","corticală","corticală","","","","","","","","","","",""
"714",13263,"sinus marginalis","sinus subcapsular","golf","","sinus","sinus","sinus","subcapsular","","","","","","","","","",""
"715",13263,"sinus marginalis","sinus subcapsular","marginal","","marginalis","sinus","sinus","subcapsular","","","","","","","","","",""
"716",13263,"sinus subcapsularis","sinus subcapsular","golf","sinus","sinus","sinus","sinus","subcapsular","","","","","","","","","",""
"717",13263,"sinus subcapsularis","sinus subcapsular","subcapsularis","subcapsular","subcapsularis","subcapsular","sinus","subcapsular","","","","","","","","","",""
"718",13264,"sinus internodularis","sinus intermediar","golf","sinus","sinus","sinus","sinus","intermediar","sinus","radial","","","","","","","",""
"719",13264,"sinus internodularis","sinus intermediar","internodularis","intermediar","internodularis","intermediar","sinus","intermediar","sinus","radial","","","","","","","",""
"720",13271,"sinus lymphaticus medullaris","sinus medular","golf","sinus","sinus","sinus","sinus","medular","","","","","","","","","",""
"721",13271,"sinus lymphaticus medullaris","sinus medular","wood","","lymphaticus","sinus","sinus","medular","","","","","","","","","",""
"722",13271,"sinus lymphaticus medullaris","sinus medular","medular","medular","medullaris","medular","sinus","medular","","","","","","","","","",""
"723",13283,"trabecula splenica","trabecul splenic","mic beam","trabecul","trabecula","trabeculă","trabeculă","splenică","","","","","","","","","",""
"724",13283,"trabecula splenica","trabecul splenic","melancolic","splenic","splenica","splenică","trabeculă","splenică","","","","","","","","","",""
"725",13286,"pulpa alba","pulpă albă","pulpă","pulpă","pulpa","pulpă","pulpă","albă","","","","","","","","","",""
"726",13286,"pulpa alba","pulpă albă","alb","albă","alba","albă","pulpă","albă","","","","","","","","","",""
"727",13287,"zona marginalis pulpae albae","zonă marginală a pulpei albe","zonă","zonă","zona","zonă","zonă","marginală","a","pulpei","albe","","","","","","",""
"728",13287,"zona marginalis pulpae albae","zonă marginală a pulpei albe","marginal","marginală","marginalis","marginală","zonă","marginală","a","pulpei","albe","","","","","","",""
"729",13287,"zona marginalis pulpae albae","zonă marginală a pulpei albe","pulpă","a pulpei","pulpae","pulpei","zonă","marginală","a","pulpei","albe","","","","","","",""
"730",13287,"zona marginalis pulpae albae","zonă marginală a pulpei albe","alb","albe","albae","albe","zonă","marginală","a","pulpei","albe","","","","","","",""
"731",13290,"nodulus lymphoideus splenicus","folicul limfoid splenic","noduli","folicul","nodulus","folicul","folicul","limfoid","splenic","","","","","","","","",""
"732",13290,"nodulus lymphoideus splenicus","folicul limfoid splenic","lymphoideus","limfoid","lymphoideus","limfoid","folicul","limfoid","splenic","","","","","","","","",""
"733",13290,"nodulus lymphoideus splenicus","folicul limfoid splenic","splenic","splenic","splenicus","splenic","folicul","limfoid","splenic","","","","","","","","",""
"734",13292,"pulpa rubra","pulpă roșie","pulpă","pulpă","pulpa","pulpă","pulpă","roșie","","","","","","","","","",""
"735",13292,"pulpa rubra","pulpă roșie","roșu","roșie","rubra","roșie","pulpă","roșie","","","","","","","","","",""
"736",13295,"arteriola penicillaris","arteriolă penicilată","arteră","arteriolă","arteriola","arteriolă","arteriolă","penicilată","","","","","","","","","",""
"737",13295,"arteriola penicillaris","arteriolă penicilată","penicillaris","penicilată","penicillaris","penicilată","arteriolă","penicilată","","","","","","","","","",""
"738",13302,"chorda splenica","cordon Billroth","șir","cordon","chorda","cordon","cordon","splenic","cordon","Billroth","","","","","","","",""
"739",13302,"chorda splenica","cordon Billroth","melancolic","billroth","splenica","cordon","cordon","splenic","cordon","Billroth","","","","","","","",""
"740",13305,"tonsilla","amigdală","amigdalele","amigdală","tonsilla","amigdală","amigdală","","","","","","","","","","",""
"741",13306,"systema nervosum","sistem nervos","sistem","sistem","systema","sistem","sistem","nervos","","","","","","","","","",""
"742",13306,"systema nervosum","sistem nervos","nervos","nervos","nervosum","nervos","sistem","nervos","","","","","","","","","",""
"743",13307,"pars centralis","sistem nervos central","de","","pars","sistem","sistem","nervos","central","","","","","","","","",""
"744",13307,"pars centralis","sistem nervos central","central","","centralis","central","sistem","nervos","central","","","","","","","","",""
"745",13307,"systema nervosum centrale","sistem nervos central","sistem","sistem","systema","sistem","sistem","nervos","central","","","","","","","","",""
"746",13307,"systema nervosum centrale","sistem nervos central","nervos","nervos","nervosum","nervos","sistem","nervos","central","","","","","","","","",""
"747",13307,"systema nervosum centrale","sistem nervos central","central","central","centrale","central","sistem","nervos","central","","","","","","","","",""
"748",13308,"substantia grisea","substanță cenușie","substanță","substanță","substantia","substanță","substanță","cenușie","","","","","","","","","",""
"749",13308,"substantia grisea","substanță cenușie","gri","cenușie","grisea","cenușie","substanță","cenușie","","","","","","","","","",""
"750",13309,"substantia alba","substanță albă","substanță","substanță","substantia","substanță","substanță","albă","","","","","","","","","",""
"751",13309,"substantia alba","substanță albă","alb","albă","alba","albă","substanță","albă","","","","","","","","","",""
"752",13312,"claustrum hematoencephalicum","barieră hematoencefalică","mănăstire","barieră","claustrum","barieră","barieră","hemato-encefalică","","","","","","","","","",""
"753",13312,"claustrum hematoencephalicum","barieră hematoencefalică","hematoencephalicum","hematoencefalică","hematoencephalicum","hemato-encefalică","barieră","hemato-encefalică","","","","","","","","","",""
"754",13313,"claustrum hematoliquorosum","barieră sânge-lichid cerebrospinal","mănăstire","barieră","claustrum","","","","","","","","","","","","",""
"755",13313,"claustrum hematoliquorosum","barieră sânge-lichid cerebrospinal","hematoliquorosum","sânge-lichid cerebrospinal","hematoliquorosum","","","","","","","","","","","","",""
"756",13325,"meninges","meninge","meninge","meninge","meninges","meninge","meninge","","","","","","","","","","",""
"757",13326,"pachymeninx","dura mater","pachymeninx","","pachymeninx","dura","dura","mater","","","","","","","","","",""
"758",13326,"dura mater","dura mater","greu","dura","dura","dura","dura","mater","","","","","","","","","",""
"759",13326,"dura mater","dura mater","mamă","mater","mater","mater","dura","mater","","","","","","","","","",""
"760",13335,"arachnoidea mater","arahnoidă","arachnoid","arahnoidă","arachnoidea","arahnoidă","arahnoidă","","","","","","","","","","",""
"761",13335,"arachnoidea mater","arahnoidă","mamă","","mater","arahnoidă","arahnoidă","","","","","","","","","","",""
"762",13337,"spatium subarachnoideum","spațiu subarahnoidian","spațiu","spațiu","spatium","spațiu","spațiu","subarahnoidian","","","","","","","","","",""
"763",13337,"spatium subarachnoideum","spațiu subarahnoidian","subarachnoideum","subarahnoidian","subarachnoideum","subarahnoidian","spațiu","subarahnoidian","","","","","","","","","",""
"764",13337,"spatium leptomeningeum","spațiu subarahnoidian","spațiu","spațiu","spatium","spațiu","spațiu","subarahnoidian","","","","","","","","","",""
"765",13337,"spatium leptomeningeum","spațiu subarahnoidian","leptomeningeum","","leptomeningeum","spațiu","spațiu","subarahnoidian","","","","","","","","","",""
"766",13342,"villus arachnoideus","vil arahnoidian","villus","vil","villus","vilozitate","vilozitate","arahnoidiană","","","","","","","","","",""
"767",13342,"villus arachnoideus","vil arahnoidian","arachnoid","arahnoidian","arachnoideus","arahnoidiană","vilozitate","arahnoidiană","","","","","","","","","",""
"768",13354,"pia mater","pia mater","pios","pia","pia","pia","pia","mater","","","","","","","","","",""
"769",13354,"pia mater","pia mater","mamă","mater","mater","mater","pia","mater","","","","","","","","","",""
"770",13361,"plexus choroideus","plex coroid","plex","plex","plexus","plex","plex","coroidian","","","","","","","","","",""
"771",13361,"plexus choroideus","plex coroid","coroid","coroid","choroideus","coroidian","plex","coroidian","","","","","","","","","",""
"772",13368,"medulla spinalis","măduva spinării","măduvă","măduva","medulla","măduva","măduva","spinării","","","","","","","","","",""
"773",13368,"medulla spinalis","măduva spinării","măduva spinării","spinării","spinalis","spinării","măduva","spinării","","","","","","","","","",""
"774",13376,"encephalon","creier","encefal","creier","encephalon","creier","creier","","","","","","","","","","",""
"775",13389,"cerebellum","cerebel","creier","cerebel","cerebellum","cerebel","cerebel","","","","","","","","","","",""
"776",13391,"cortex cerebelli","cortex cerebelos","cortexul","cortex","cortex","cortex","cortex","cerebelos","","","","","","","","","",""
"777",13391,"cortex cerebelli","cortex cerebelos","cerebel","cerebelos","cerebelli","cerebelos","cortex","cerebelos","","","","","","","","","",""
"778",13392,"stratum granulosum","strat granular","pat","strat","stratum","strat","strat","granular","","","","","","","","","",""
"779",13392,"stratum granulosum","strat granular","granulozei","granular","granulosum","granular","strat","granular","","","","","","","","","",""
"780",13405,"neuron purkinjense","celulă Purkinje","neuron","celulă","neuron","celulă","celulă","Purkinje","","","","","","","","","",""
"781",13405,"neuron purkinjense","celulă Purkinje","purkinjense","purkinje","purkinjense","Purkinje","celulă","Purkinje","","","","","","","","","",""
"782",13406,"stratum moleculare","strat molecular","pat","strat","stratum","strat","strat","molecular","","","","","","","","","",""
"783",13406,"stratum moleculare","strat molecular","molecular","molecular","moleculare","molecular","strat","molecular","","","","","","","","","",""
"784",13410,"neuron corbiforme","celulă în coșuleț","neuron","celulă","neuron","","","","","","","","","","","","",""
"785",13410,"neuron corbiforme","celulă în coșuleț","corbiforme","în coșuleț","corbiforme","","","","","","","","","","","","",""
"786",13410,"neuron corbiferum","celulă în coșuleț","neuron","","neuron","","","","","","","","","","","","",""
"787",13410,"neuron corbiferum","celulă în coșuleț","corbiferum","","corbiferum","","","","","","","","","","","","",""
"788",13436,"cortex cerebri","cortex cerebral","cortexul","cortex","cortex","cortex","cortex","cerebral","","","","","","","","","",""
"789",13436,"cortex cerebri","cortex cerebral","creier","cerebral","cerebri","cerebral","cortex","cerebral","","","","","","","","","",""
"790",13459,"neuron corbiforme","celulă în coșuleț","neuron","celulă","neuron","","","","","","","","","","","","",""
"791",13459,"neuron corbiforme","celulă în coșuleț","corbiforme","în coșuleț","corbiforme","","","","","","","","","","","","",""
"792",13494,"neuron corbiforme","celulă în coșuleț","neuron","celulă","neuron","","","","","","","","","","","","",""
"793",13494,"neuron corbiforme","celulă în coșuleț","corbiforme","în coșuleț","corbiforme","","","","","","","","","","","","",""
"794",13494,"neuron corbiferum","celulă în coșuleț","neuron","celulă","neuron","","","","","","","","","","","","",""
"795",13494,"neuron corbiferum","celulă în coșuleț","corbiferum","în coșuleț","corbiferum","","","","","","","","","","","","",""
"796",13503,"neuron pyramidale","celulă piramidală","neuron","celulă","neuron","celulă","celulă","piramidală","","","","","","","","","",""
"797",13503,"neuron pyramidale","celulă piramidală","piramidal","piramidală","pyramidale","piramidală","celulă","piramidală","","","","","","","","","",""
"798",13602,"pars peripherica","sistem nervos periferic","de","","pars","sistem","sistem","nervos","periferic","","","","","","","","",""
"799",13602,"pars peripherica","sistem nervos periferic","periferic","","peripherica","periferic","sistem","nervos","periferic","","","","","","","","",""
"800",13602,"systema nervosum periphericum","sistem nervos periferic","sistem","sistem","systema","sistem","sistem","nervos","periferic","","","","","","","","",""
"801",13602,"systema nervosum periphericum","sistem nervos periferic","nervos","nervos","nervosum","nervos","sistem","nervos","periferic","","","","","","","","",""
"802",13602,"systema nervosum periphericum","sistem nervos periferic","periferic","periferic","periphericum","periferic","sistem","nervos","periferic","","","","","","","","",""
"803",13603,"nervus","nerv","nerv","nerv","nervus","nerv","nerv","","","","","","","","","","",""
"804",13608,"neurofibra preganglionica","fibră nervoasă preganglionară","neurofibra","fibră nervoasă","neurofibra","fibră","fibră","nervoasă","preganglionară","","","","","","","","",""
"805",13608,"neurofibra preganglionica","fibră nervoasă preganglionară","preganglionica","preganglionară","preganglionica","preganglionară","fibră","nervoasă","preganglionară","","","","","","","","",""
"806",13609,"neurofibra postganglionica","fibră nervoasă postganglionară","neurofibra","fibră nervoasă","neurofibra","fibră","fibră","nervoasă","postganglionară","","","","","","","","",""
"807",13609,"neurofibra postganglionica","fibră nervoasă postganglionară","postganglionic","postganglionară","postganglionica","postganglionară","fibră","nervoasă","postganglionară","","","","","","","","",""
"808",13610,"plexus neuralis autonomicus","plex nervos autonom","plex","plex","plexus","plex","plex","nervos","autonom","plex","nervos","vegetativ","","","","","",""
"809",13610,"plexus neuralis autonomicus","plex nervos autonom","neural","nervos","neuralis","nervos","plex","nervos","autonom","plex","nervos","vegetativ","","","","","",""
"810",13610,"plexus neuralis autonomicus","plex nervos autonom","autonom","autonom","autonomicus","autonom","plex","nervos","autonom","plex","nervos","vegetativ","","","","","",""
"811",13611,"endoneurium","endonerv","endoneurium","endonerv","endoneurium","endonerv","endonerv","","","","","","","","","","",""
"812",13612,"perineurium","perinerv","perineurium","perinerv","perineurium","perinerv","perinerv","","","","","","","","","","",""
"813",13615,"epineurium","epinerv","epineurium","epinerv","epineurium","epinerv","epinerv","","","","","","","","","","",""
"814",13618,"ganglion","ganglion","ganglion","ganglion","ganglion","ganglion","ganglion","","","","","","","","","","",""
"815",13620,"ganglion sensorium","ganglion senzitiv","ganglion","ganglion","ganglion","ganglion","ganglion","senzitiv","","","","","","","","","",""
"816",13620,"ganglion sensorium","ganglion senzitiv","senzorial","senzitiv","sensorium","senzitiv","ganglion","senzitiv","","","","","","","","","",""
"817",13626,"ganglion autonomicum","ganglion autonom","ganglion","ganglion","ganglion","ganglion","ganglion","autonom","","","","","","","","","",""
"818",13626,"ganglion autonomicum","ganglion autonom","de autonome","autonom","autonomicum","autonom","ganglion","autonom","","","","","","","","","",""
"819",13661,"corpusculum ovoideum","corpuscul Meissner","corp","corpuscul","corpusculum","corpuscul","corpuscul","Meissner","","","","","","","","","",""
"820",13661,"corpusculum ovoideum","corpuscul Meissner","ovoid","","ovoideum","Meissner","corpuscul","Meissner","","","","","","","","","",""
"821",13661,"corpusculum tactile","corpuscul Meissner","corp","corpuscul","corpusculum","corpuscul","corpuscul","Meissner","","","","","","","","","",""
"822",13661,"corpusculum tactile","corpuscul Meissner","tactil","meissner","tactile","Meissner","corpuscul","Meissner","","","","","","","","","",""
"823",13663,"corpusculum lamellosum","corpuscul Vater-Pacini","corp","corpuscul","corpusculum","corpuscul","corpuscul","Pacini","corpuscul","Vater-Pacini","","","","","","","",""
"824",13663,"corpusculum lamellosum","corpuscul Vater-Pacini","lamelat","vater-pacini","lamellosum","Pacini","corpuscul","Pacini","corpuscul","Vater-Pacini","","","","","","","",""
"825",13672,"fusus neuromuscularis","fus neuromuscular","vărsa","fus","fusus","fus","fus","muscular","","","","","","","","","",""
"826",13672,"fusus neuromuscularis","fus neuromuscular","neuromusculare","neuromuscular","neuromuscularis","muscular","fus","muscular","","","","","","","","","",""
"827",13687,"bulbus oculi","glob ocular","bulb","glob","bulbus","glob","glob","ocular","","","","","","","","","",""
"828",13687,"bulbus oculi","glob ocular","ochi","ocular","oculi","ocular","glob","ocular","","","","","","","","","",""
"829",13690,"sclera","scleră","sclerotică","scleră","sclera","sclerotică","sclerotică","","","","","","","","","","",""
"830",13694,"melanocytus","melanocit","melanocite","melanocit","melanocytus","melanocit","melanocit","","","","","","","","","","",""
"831",13699,"cornea","cornee","corneei","cornee","cornea","cornee","cornee","","","","","","","","","","",""
"832",13701,"lamina limitans anterior","membrană Bowman","placă","membrană","lamina","membrană","membrană","Bowman","","","","","","","","","",""
"833",13701,"lamina limitans anterior","membrană Bowman","cuprinde","bowman","limitans","Bowman","membrană","Bowman","","","","","","","","","",""
