"","term_id","oTerms","nTerms","base","oWords","matchWords","c..celulă....nucleu....citoplasmă....citosol....citosol....citosol...","c..............................................multinucleată...","c......................................................primordială...","c.............................................................","c..............................................................1"
"807",13609,"neurofibra postganglionica","fibră nervoasă postganglionară","postganglionic","postganglionica","postganglionară","fibră","nervoasă","postganglionară","",""
"808",13610,"plexus neuralis autonomicus","plex nervos autonom","plex","plexus","plex","plex","nervos","autonom","",""
"809",13610,"plexus neuralis autonomicus","plex nervos autonom","neural","neuralis","nervos","plex","nervos","autonom","",""
"810",13610,"plexus neuralis autonomicus","plex nervos autonom","autonom","autonomicus","autonom","plex","nervos","autonom","",""
"811",13611,"endoneurium","endonerv","endoneurium","endoneurium","endonerv","endonerv","","","",""
"812",13612,"perineurium","perinerv","perineurium","perineurium","perinerv","perinerv","","","",""
"813",13615,"epineurium","epinerv","epineurium","epineurium","epinerv","epinerv","","","",""
"814",13618,"ganglion","ganglion","ganglion","ganglion","ganglion","ganglion","","","",""
"815",13620,"ganglion sensorium","ganglion senzitiv","ganglion","ganglion","ganglion","ganglion","senzitiv","","",""
"816",13620,"ganglion sensorium","ganglion senzitiv","senzorial","sensorium","senzitiv","ganglion","senzitiv","","",""
"817",13626,"ganglion autonomicum","ganglion autonom","ganglion","ganglion","ganglion","ganglion","autonom","","",""
"818",13626,"ganglion autonomicum","ganglion autonom","de autonome","autonomicum","autonom","ganglion","autonom","","",""
"819",13661,"corpusculum ovoideum","corpuscul Meissner","corp","corpusculum","corpuscul","corpuscul","Meissner","","",""
"820",13661,"corpusculum ovoideum","corpuscul Meissner","ovoid","ovoideum","","corpuscul","Meissner","","",""
"821",13661,"corpusculum tactile","corpuscul Meissner","corp","corpusculum","corpuscul","corpuscul","Meissner","","",""
"822",13661,"corpusculum tactile","corpuscul Meissner","tactil","tactile","","corpuscul","Meissner","","",""
"823",13663,"corpusculum lamellosum","corpuscul Vater-Pacini","corp","corpusculum","corpuscul","corpuscul","Vater-Pacini","","",""
"824",13663,"corpusculum lamellosum","corpuscul Vater-Pacini","lamelat","lamellosum","","corpuscul","Vater-Pacini","","",""
"825",13672,"fusus neuromuscularis","fus neuromuscular","vărsa","fusus","","fus","neuromuscular","","",""
"826",13672,"fusus neuromuscularis","fus neuromuscular","neuromusculare","neuromuscularis","neuromuscular","fus","neuromuscular","","",""
"827",13687,"bulbus oculi","glob ocular","bulb","bulbus","ocular","glob","ocular","","",""
"828",13687,"bulbus oculi","glob ocular","ochi","oculi","ocular","glob","ocular","","",""
"829",13690,"sclera","scleră","sclerotică","sclera","scleră","scleră","","","",""
"830",13694,"melanocytus","melanocit","melanocite","melanocytus","melanocit","melanocit","","","",""
"831",13699,"cornea","cornee","corneei","cornea","cornee","cornee","","","",""
"832",13701,"lamina limitans anterior","membrană Bowman","placă","lamina","membrană","membrană","Bowman","","",""
"833",13701,"lamina limitans anterior","membrană Bowman","cuprinde","limitans","","membrană","Bowman","","",""
"834",13701,"lamina limitans anterior","membrană Bowman","anterior","anterior","","membrană","Bowman","","",""
"835",13704,"lamina limitans posterior","membrană Descemet","placă","lamina","membrană","membrană","Descemet","","",""
"836",13704,"lamina limitans posterior","membrană Descemet","cuprinde","limitans","","membrană","Descemet","","",""
"837",13704,"lamina limitans posterior","membrană Descemet","mai târziu","posterior","","membrană","Descemet","","",""
"838",13711,"choroidea","coroidă","coroid","choroidea","coroidă","coroidă","","","",""
"839",13713,"lamina suprachoroidea","lamina supracoroidală","placă","lamina","supracoroidală","lamina","supracoroidală","","",""
"840",13713,"lamina suprachoroidea","lamina supracoroidală","suprachoroidea","suprachoroidea","supracoroidală","lamina","supracoroidală","","",""
"841",13716,"lamina choroidocapillaris","strat coriocapilar","placă","lamina","coriocapilar","strat","coriocapilar","","",""
"842",13716,"lamina choroidocapillaris","strat coriocapilar","choroidocapillaris","choroidocapillaris","coriocapilar","strat","coriocapilar","","",""
"843",13717,"complexus basalis","membrană Bruch","complex","complexus","","membrană","Bruch","","",""
"844",13717,"complexus basalis","membrană Bruch","bazale","basalis","","membrană","Bruch","","",""
"845",13723,"corpus ciliare","corp ciliar","corp","corpus","corp","corp","ciliar","","",""
"846",13723,"corpus ciliare","corp ciliar","împăcat;","ciliare","","corp","ciliar","","",""
"847",13726,"processus ciliaris","proces ciliar","proces","processus","proces","proces","ciliar","","",""
"848",13726,"processus ciliaris","proces ciliar","©","ciliaris","","proces","ciliar","","",""
"849",13728,"ora serrata","ora serrata","coastă","ora","","ora","serrata","","",""
"850",13728,"ora serrata","ora serrata","zimțat","serrata","","ora","serrata","","",""
"851",13730,"m. ciliaris","mușchi ciliar","m.","m.","mușchi","mușchi","ciliar","","",""
"852",13730,"m. ciliaris","mușchi ciliar","©","ciliaris","","mușchi","ciliar","","",""
"853",13736,"epithelium pigmentosum","epiteliu pigmentar","epiteliu","epithelium","epiteliu","epiteliu","pigmentar","","",""
"854",13736,"epithelium pigmentosum","epiteliu pigmentar","pigmentat","pigmentosum","pigmentar","epiteliu","pigmentar","","",""
"855",13738,"iris","iris","curcubeu","iris","","iris","","","",""
"856",13746,"melanocytus","melanocit","melanocite","melanocytus","melanocit","melanocit","","","",""
"857",13748,"m. sphincter pupillae","mușchi constrictor pupilar","m.","m.","mușchi","mușchi","constrictor","pupilar","",""
"858",13748,"m. sphincter pupillae","mușchi constrictor pupilar","sfincter","sphincter","constrictor","mușchi","constrictor","pupilar","",""
"859",13748,"m. sphincter pupillae","mușchi constrictor pupilar","corupt","pupillae","constrictor","mușchi","constrictor","pupilar","",""
"860",13750,"pigmentocytus","celulă pigmentară","pigmentocytus","pigmentocytus","pigmentară","celulă","pigmentară","","",""
"861",13751,"m. dilatator pupillae","dilatator pupilar","m.","m.","","dilatator","pupilar","","",""
"862",13751,"m. dilatator pupillae","dilatator pupilar","evoluțiile","dilatator","","dilatator","pupilar","","",""
"863",13751,"m. dilatator pupillae","dilatator pupilar","corupt","pupillae","","dilatator","pupilar","","",""
"864",13754,"retina","retină","retină","retina","retină","retină","","","",""
"865",13768,"stratum limitans externum","membrană limitantă externă","pat","stratum","externă","membrană","limitantă","externă","",""
"866",13768,"stratum limitans externum","membrană limitantă externă","cuprinde","limitans","","membrană","limitantă","externă","",""
"867",13768,"stratum limitans externum","membrană limitantă externă","extern","externum","externă","membrană","limitantă","externă","",""
"868",13770,"stratum plexiforme externum","strat plexiform extern","pat","stratum","extern","strat","plexiform","extern","",""
"869",13770,"stratum plexiforme externum","strat plexiform extern","plexiforme","plexiforme","plexiform","strat","plexiform","extern","",""
"870",13770,"stratum plexiforme externum","strat plexiform extern","extern","externum","extern","strat","plexiform","extern","",""
"871",13772,"stratum plexiforme internum","strat plexiform intern","pat","stratum","intern","strat","plexiform","intern","",""
"872",13772,"stratum plexiforme internum","strat plexiform intern","plexiforme","plexiforme","plexiform","strat","plexiform","intern","",""
"873",13772,"stratum plexiforme internum","strat plexiform intern","intern","internum","intern","strat","plexiform","intern","",""
"874",13775,"stratum limitans internum","membrană limitantă internă","pat","stratum","internă","membrană","limitantă","internă","",""
"875",13775,"stratum limitans internum","membrană limitantă internă","cuprinde","limitans","","membrană","limitantă","internă","",""
"876",13775,"stratum limitans internum","membrană limitantă internă","intern","internum","internă","membrană","limitantă","internă","",""
"877",13776,"macula lutea","maculă","punct","macula","","maculă","","","",""
"878",13776,"macula lutea","maculă","galben","lutea","","maculă","","","",""
"879",13783,"neuron bacilliferum","celulă cu bastonaș","neuron","neuron","","celulă","cu","bastonaș","",""
"880",13783,"neuron bacilliferum","celulă cu bastonaș","bacilliferum","bacilliferum","","celulă","cu","bastonaș","",""
"881",13799,"neuron coniferum","celulă cu conuri","neuron","neuron","conuri","celulă","cu","conuri","",""
"882",13799,"neuron coniferum","celulă cu conuri","conifer","coniferum","conuri","celulă","cu","conuri","",""
"883",13833,"neuron amacrinum","celulă amacrină","neuron","neuron","","celulă","amacrină","","",""
"884",13833,"neuron amacrinum","celulă amacrină","amacrinum","amacrinum","amacrină","celulă","amacrină","","",""
"885",13853,"lens","cristalin","lentilă","lens","","cristalin","","","",""
"886",13869,"humor aquosus","umoare apoasă","umor","humor","umoare","umoare","apoasă","","",""
"887",13869,"humor aquosus","umoare apoasă","apos","aquosus","apoasă","umoare","apoasă","","",""
"888",13870,"camera anterior","cameră anterioară","aparat foto","camera","","cameră","anterioară","","",""
"889",13870,"camera anterior","cameră anterioară","anterior","anterior","anterioară","cameră","anterioară","","",""
"890",13871,"camera posterior","cameră posterioară","aparat foto","camera","","cameră","posterioară","","",""
"891",13871,"camera posterior","cameră posterioară","mai târziu","posterior","","cameră","posterioară","","",""
"892",13872,"camera postrema","spațiu vitros","aparat foto","camera","","spațiu","vitros","","",""
"893",13872,"camera postrema","spațiu vitros","final","postrema","","spațiu","vitros","","",""
"894",13872,"camera vitrea","spațiu vitros","aparat foto","camera","","spațiu","vitros","","",""
"895",13872,"camera vitrea","spațiu vitros","sticlă","vitrea","","spațiu","vitros","","",""
"896",13880,"palpebrae","pleoape","pleoapă","palpebrae","pleoape","pleoape","","","",""
"897",13902,"auris","ureche","ureche","auris","ureche","ureche","","","",""
"898",13904,"auris externa","ureche externă","ureche","auris","ureche","ureche","externă","","",""
"899",13904,"auris externa","ureche externă","extern","externa","externă","ureche","externă","","",""
"900",13910,"auris media","ureche medie","ureche","auris","ureche","ureche","medie","","",""
"901",13910,"auris media","ureche medie","mass-media","media","","ureche","medie","","",""
"902",13917,"membrana tympanica","timpan","filme","membrana","timpan","timpan","","","",""
"903",13917,"membrana tympanica","timpan","tympanica","tympanica","timpan","timpan","","","",""
"904",13931,"epithelium pseudostratificatum","epiteliu pseudostratificat","epiteliu","epithelium","epiteliu","epiteliu","pseudostratificat","","",""
"905",13931,"epithelium pseudostratificatum","epiteliu pseudostratificat","pseudostratificatum","pseudostratificatum","pseudostratificat","epiteliu","pseudostratificat","","",""
"906",13934,"auris interna","ureche internă","ureche","auris","ureche","ureche","internă","","",""
"907",13934,"auris interna","ureche internă","intern","interna","internă","ureche","internă","","",""
"908",13935,"labyrinthus osseus","labirint osos","labirint","labyrinthus","labirint","labirint","osos","","",""
"909",13935,"labyrinthus osseus","labirint osos","schelet","osseus","","labirint","osos","","",""
"910",13939,"perilympha","perilimfă","perilympha","perilympha","perilimfă","perilimfă","","","",""
"911",13941,"lamina spiralis cochleae","lamă osoasă spirală","placă","lamina","spirală","lamă","osoasă","spirală","",""
"912",13941,"lamina spiralis cochleae","lamă osoasă spirală","spirală","spiralis","spirală","lamă","osoasă","spirală","",""
"913",13941,"lamina spiralis cochleae","lamă osoasă spirală","melcii","cochleae","","lamă","osoasă","spirală","",""
"914",13942,"modiolus cochleae","modiol","modiolus","modiolus","modiol","modiol","","","",""
"915",13942,"modiolus cochleae","modiol","melcii","cochleae","","modiol","","","",""
"916",13944,"labyrinthus membranaceus","labirint membranos","labirint","labyrinthus","labirint","labirint","membranos","","",""
"917",13944,"labyrinthus membranaceus","labirint membranos","pergament","membranaceus","","labirint","membranos","","",""
"918",13946,"endolympha","endolimfă","endolympha","endolympha","endolimfă","endolimfă","","","",""
"919",13948,"vestibulocytus","celulă receptoare","vestibulocytus","vestibulocytus","","celulă","receptoare","","",""
"920",13948,"cellula sensoria pilosa","celulă receptoare","celulă","cellula","celulă","celulă","receptoare","","",""
"921",13948,"cellula sensoria pilosa","celulă receptoare","senzorial","sensoria","","celulă","receptoare","","",""
"922",13948,"cellula sensoria pilosa","celulă receptoare","tunica","pilosa","","celulă","receptoare","","",""
"923",13959,"macula sacculi","maculă a saculei","punct","macula","","maculă","a","saculei","",""
"924",13959,"macula sacculi","maculă a saculei","sac","sacculi","saculei","maculă","a","saculei","",""
"925",13960,"macula utriculi","maculă a utriculei","punct","macula","utriculei","maculă","a","utriculei","",""
"926",13960,"macula utriculi","maculă a utriculei","sticle de piele","utriculi","","maculă","a","utriculei","",""
"927",13966,"crista ampullaris","cristă ampulară","creastă","crista","cristă","cristă","ampulară","","",""
"928",13966,"crista ampullaris","cristă ampulară","ampullaris","ampullaris","ampulară","cristă","ampulară","","",""
"929",13972,"saccus endolymphaticus","sac endolimfatic","sac","saccus","endolimfatic","sac","endolimfatic","","",""
"930",13972,"saccus endolymphaticus","sac endolimfatic","endolymphaticus","endolymphaticus","endolimfatic","sac","endolimfatic","","",""
"931",13995,"lamina basilaris","membrană bazilară","placă","lamina","bazilară","membrană","bazilară","","",""
"932",13995,"lamina basilaris","membrană bazilară","basilar","basilaris","bazilară","membrană","bazilară","","",""
"933",14004,"membrana tectoria","membrană tectoria","filme","membrana","membrană","membrană","tectoria","","",""
"934",14004,"membrana tectoria","membrană tectoria","suprafete","tectoria","","membrană","tectoria","","",""
"935",14005,"membrana vestibularis","membrană vestibulară","filme","membrana","membrană","membrană","vestibulară","","",""
"936",14005,"membrana vestibularis","membrană vestibulară","vestibul","vestibularis","vestibulară","membrană","vestibulară","","",""
"937",14041,"cochleocytus externus","celulă păroasă externă","cochleocytus","cochleocytus","","celulă","păroasă","externă","",""
"938",14041,"cochleocytus externus","celulă păroasă externă","extern","externus","externă","celulă","păroasă","externă","",""
"939",14058,"gliocytus ganglionicus","celulă satelită","gliocytus","gliocytus","","celulă","satelită","","",""
"940",14058,"gliocytus ganglionicus","celulă satelită","ganglionicus","ganglionicus","","celulă","satelită","","",""
"941",14068,"epidermis","epiderm","epidermă","epidermis","epiderm","epiderm","","","",""
"942",14071,"stratum corneum","strat cornos","pat","stratum","strat","strat","cornos","","",""
"943",14071,"stratum corneum","strat cornos","excitat","corneum","","strat","cornos","","",""
"944",14072,"stratum lucidum","strat lucid","pat","stratum","strat","strat","lucid","","",""
"945",14072,"stratum lucidum","strat lucid","lumina","lucidum","lucid","strat","lucid","","",""
"946",14073,"stratum granulosum","strat granulos","pat","stratum","granulos","strat","granulos","","",""
"947",14073,"stratum granulosum","strat granulos","granulozei","granulosum","granulos","strat","granulos","","",""
"948",14074,"stratum spinosum","strat spinos","pat","stratum","spinos","strat","spinos","","",""
"949",14074,"stratum spinosum","strat spinos","înțepător","spinosum","","strat","spinos","","",""
"950",14075,"stratum basale","strat germinativ","pat","stratum","germinativ","strat","germinativ","","",""
"951",14075,"stratum basale","strat germinativ","bazale","basale","","strat","germinativ","","",""
"952",14078,"tonofibrilla","tonofibrilă","tonofibrilla","tonofibrilla","tonofibrilă","tonofibrilă","","","",""
"953",14079,"tonofilamentum","tonofilament","tonofilamentum","tonofilamentum","tonofilament","tonofilament","","","",""
"954",14080,"macula adhaerens","desmozom","punct","macula","","desmozom","","","",""
"955",14080,"macula adhaerens","desmozom","aderare","adhaerens","","desmozom","","","",""
"956",14080,"desmosoma","desmozom","desmosoma","desmosoma","desmozom","desmozom","","","",""
"957",14083,"granulum keratohyalini","granulă de keratohialin","granulă","granulum","granulă","granulă","de","keratohialin","",""
"958",14083,"granulum keratohyalini","granulă de keratohialin","keratohyalini","keratohyalini","keratohialin","granulă","de","keratohialin","",""
"959",14084,"filamentum keratini","filament de keratină","filament","filamentum","filament","filament","de","keratină","",""
"960",14084,"filamentum keratini","filament de keratină","cheratină","keratini","keratină","filament","de","keratină","",""
"961",14090,"terminatio neuralis","terminație nervoasă","terminal","terminatio","terminație","terminație","nervoasă","","",""
"962",14090,"terminatio neuralis","terminație nervoasă","neural","neuralis","nervoasă","terminație","nervoasă","","",""
"963",14091,"melanocytus","melanocit","melanocite","melanocytus","melanocit","melanocit","","","",""
"964",14101,"dermis","derm","dermul","dermis","derm","derm","","","",""
"965",14101,"corium","derm","piele","corium","","derm","","","",""
"966",14102,"stratum papillare","derm papilar","pat","stratum","papilar","derm","papilar","","",""
"967",14102,"stratum papillare","derm papilar","papillate","papillare","papilar","derm","papilar","","",""
"968",14103,"papilla","papilă","biberon","papilla","","papilă","","","",""
"969",14104,"stratum reticulare","derm reticular","pat","stratum","reticular","derm","reticular","","",""
"970",14104,"stratum reticulare","derm reticular","rețea","reticulare","reticular","derm","reticular","","",""
"971",14123,"pilus","fir de păr","păr","pilus","păr","fir","de","păr","",""
"972",14142,"bulbus pili","bulb pilos","bulb","bulbus","bulb","bulb","pilos","","",""
"973",14142,"bulbus pili","bulb pilos","păr","pili","pilos","bulb","pilos","","",""
"974",14143,"papilla dermalis pili","papilă dermală a foliculului pilos","biberon","papilla","","papilă","dermală","a","foliculului","pilos"
"975",14143,"papilla dermalis pili","papilă dermală a foliculului pilos","dermic","dermalis","dermală","papilă","dermală","a","foliculului","pilos"
"976",14143,"papilla dermalis pili","papilă dermală a foliculului pilos","păr","pili","pilos","papilă","dermală","a","foliculului","pilos"
"977",14146,"melanocytus follicularis","melanocit","melanocite","melanocytus","melanocit","melanocit","","","",""
"978",14146,"melanocytus follicularis","melanocit","celulă","follicularis","","melanocit","","","",""
"979",14156,"folliculus pili","folicul pilos","înfășura","folliculus","","folicul","pilos","","",""
"980",14156,"folliculus pili","folicul pilos","păr","pili","pilos","folicul","pilos","","",""
"981",14176,"unguis","unghie","cuie","unguis","unghie","unghie","","","",""
"982",14183,"eponychium","cuticulă","eponychium","eponychium","","cuticulă","","","",""
"983",14184,"lectulus","pat unghial","canapea","lectulus","","pat","unghial","","",""
"984",14195,"matrix unguis","matrice unghială","matrice","matrix","matrice","matrice","unghială","","",""
"985",14195,"matrix unguis","matrice unghială","cuie","unguis","matrice","matrice","unghială","","",""
"986",14223,"sebum","sebum","sebum","sebum","sebum","sebum","","","",""
"987",14229,"glandula mammaria","glandă mamară","glandă","glandula","glandă","glandă","mamară","","",""
"988",14229,"glandula mammaria","glandă mamară","mammaria","mammaria","mamară","glandă","mamară","","",""
"989",14230,"lobus mammae","lob","lob","lobus","lob","lob","","","",""
"990",14230,"lobus mammae","lob","sanii","mammae","","lob","","","",""
